Orig,ndcg,Bow,ndcg,Vector,ndcg
journey,0.743451244,journey,0.669702879,journey,0.746199059
deeply,0.74062316,deeply,0.722009801,deeply,0.741435201
stuck,0.657955478,stuck,0.647456614,stuck,0.658094817
reminds,0.677742553,reminds,0.677274863,reminds,0.67798875
results,0.6877072,results,0.669322124,results,0.689652235
reviewer,0.665873481,reviewer,0.662815855,reviewer,0.666690902
realized,0.699878189,realized,0.696924116,realized,0.696008568
satisfying,0.742096118,satisfying,0.688388049,satisfying,0.742664896
intriguing,0.753182403,intriguing,0.74311897,intriguing,0.755072097
footage,0.822215302,footage,0.77276081,footage,0.828865692
clean,0.681502023,clean,0.659433986,clean,0.683811073
forgotten,0.677750648,forgotten,0.677467985,forgotten,0.67796191
laughing,0.839579905,laughing,0.77779823,laughing,0.839885262
wow,0.662966979,wow,0.651627768,wow,0.663472806
originally,0.706289569,originally,0.681890569,originally,0.706367401
element,0.652301722,element,0.66148974,element,0.653103827
ray,0.716281309,ray,0.624520815,ray,0.718086555
acts,0.659449692,acts,0.640640557,acts,0.660114357
loving,0.724805308,loving,0.698504537,loving,0.72459796
continues,0.677833989,continues,0.66552345,continues,0.677265094
killing,0.768290526,killing,0.71080454,killing,0.769889669
pre,0.647913861,pre,0.646657565,pre,0.648498782
violent,0.798546819,violent,0.726348029,violent,0.80013673
utterly,0.690241508,utterly,0.685239007,utterly,0.690344822
impression,0.675980453,impression,0.685637309,impression,0.676082857
failed,0.694111715,failed,0.687454503,failed,0.694507318
listen,0.712271001,listen,0.693612232,listen,0.713955256
mistake,0.666972409,mistake,0.667181804,mistake,0.667744369
fell,0.688838222,fell,0.674134713,fell,0.689446725
edition,0.81762932,edition,0.64831395,edition,0.803102326
cheesy,0.789847801,cheesy,0.765303911,cheesy,0.790741117
suppose,0.680608328,suppose,0.683129892,suppose,0.680955755
thriller,0.868540909,thriller,0.820673582,thriller,0.875627101
photography,0.740333663,photography,0.706491561,photography,0.742837218
grade,0.682393943,grade,0.673715294,grade,0.684015244
rock,0.760822341,rock,0.618232975,rock,0.765496545
anymore,0.687701538,anymore,0.673174555,anymore,0.686231806
understanding,0.724984459,understanding,0.717143613,understanding,0.72502208
falling,0.693547122,falling,0.67711899,falling,0.694767678
learned,0.70711654,learned,0.693837846,learned,0.708151047
asks,0.700935983,asks,0.681774923,asks,0.701383631
mans,0.677654687,mans,0.660922664,mans,0.678485838
genius,0.715120555,genius,0.668868348,genius,0.714728422
todays,0.713519382,todays,0.674509315,todays,0.711679356
disappointment,0.69686565,disappointment,0.678589179,disappointment,0.6915387
memory,0.644059327,memory,0.616060231,memory,0.651383604
twists,0.805359588,twists,0.740693899,twists,0.810063733
allowed,0.688627221,allowed,0.688005525,allowed,0.688695622
robert,0.741216329,robert,0.661293313,robert,0.738893634
married,0.830723199,married,0.721562381,married,0.833483798
concerned,0.671062914,concerned,0.674395125,concerned,0.671389827
remarkable,0.722805659,remarkable,0.717932219,remarkable,0.723389579
joy,0.652355975,joy,0.630535382,joy,0.652653705
overly,0.682591224,overly,0.679568665,overly,0.681918449
wasted,0.72202699,wasted,0.696317875,wasted,0.722669925
unusual,0.516672737,unusual,0.516019535,unusual,0.51718356
chemistry,0.844234349,chemistry,0.758697984,chemistry,0.847288667
news,0.706605559,news,0.616998373,news,0.708339621
girlfriend,0.734906098,girlfriend,0.677154849,girlfriend,0.734354883
moved,0.723227761,moved,0.700437355,moved,0.723805164
filming,0.714958199,filming,0.671736153,filming,0.714160841
reminded,0.689286236,reminded,0.681036328,reminded,0.688480836
york,0.789833967,york,0.639735326,york,0.794396514
innocent,0.741436878,innocent,0.672132865,innocent,0.743492555
dialog,0.711732335,dialog,0.678636329,dialog,0.71082599
study,0.74879668,study,0.714723153,study,0.753535878
hey,0.664041884,hey,0.664826454,hey,0.66382472
crime,0.835814868,crime,0.790926967,crime,0.843940747
wise,0.635991197,wise,0.639875868,wise,0.636760322
creating,0.694030779,creating,0.691195011,creating,0.69486862
names,0.633638524,names,0.633032861,names,0.634258271
battle,0.783610193,battle,0.724199969,battle,0.776051194
superior,0.678423574,superior,0.666453771,superior,0.678982808
perspective,0.726047802,perspective,0.719032891,perspective,0.724805105
mine,0.625352702,mine,0.6189202,mine,0.62471594
fighting,0.795310854,fighting,0.699197446,fighting,0.79665884
direct,0.672795331,direct,0.663408223,direct,0.66820577
adventure,0.831117632,adventure,0.778101856,adventure,0.838125926
moral,0.742726843,moral,0.684854159,moral,0.745392126
driven,0.685414954,driven,0.669925595,driven,0.685943871
thin,0.638560246,thin,0.614587561,thin,0.638839467
flicks,0.76781652,flicks,0.738903024,flicks,0.768644552
center,0.625544205,center,0.622789004,center,0.625307698
cross,0.604864341,cross,0.591611029,cross,0.606553567
trust,0.653492827,trust,0.645917251,trust,0.654117891
member,0.698349976,member,0.671021325,member,0.697785861
climax,0.703861268,climax,0.702064334,climax,0.703619773
emotion,0.748154791,emotion,0.714059405,emotion,0.749186179
lies,0.655299033,lies,0.628726636,lies,0.655289621
unexpected,0.695743301,unexpected,0.676650322,unexpected,0.696601276
loose,0.667057267,loose,0.671501161,loose,0.667657455
lovers,0.714091628,lovers,0.69139451,lovers,0.715510674
numerous,0.662639353,numerous,0.66286389,numerous,0.663991254
joke,0.762565119,joke,0.711860465,joke,0.764080212
managed,0.67109842,managed,0.673120227,managed,0.672018045
murder,0.81379122,murder,0.768028948,murder,0.817933824
shouldnt,0.675781069,shouldnt,0.680667371,shouldnt,0.675829457
bonus,0.705681019,bonus,0.667263008,bonus,0.707016254
viewed,0.680269185,viewed,0.684709587,viewed,0.681066292
law,0.7270764,law,0.646940818,law,0.726537356
surely,0.672646049,surely,0.676610706,surely,0.672803768
met,0.672481466,met,0.643118928,met,0.674931179
area,0.660877936,area,0.634535813,area,0.661990433
lacking,0.678447943,lacking,0.678637072,lacking,0.678469605
essentially,0.678379693,essentially,0.675834455,essentially,0.678551417
twenty,0.646469554,twenty,0.641569735,twenty,0.646854484
began,0.670306273,began,0.673680041,began,0.671555612
dumb,0.716852995,dumb,0.682239428,dumb,0.716422526
baby,0.733872539,baby,0.566187639,baby,0.733644218
land,0.678770503,land,0.646997969,land,0.680673307
fantasy,0.791062671,fantasy,0.717872433,fantasy,0.80261755
magic,0.724406873,magic,0.69450833,magic,0.729475986
appeared,0.682602522,appeared,0.668154351,appeared,0.685884099
lame,0.758370128,lame,0.728669383,lame,0.757664005
quiet,0.71483148,quiet,0.671665328,quiet,0.71481001
favorites,0.705034055,favorites,0.679649449,favorites,0.700454981
hurt,0.59701293,hurt,0.576629157,hurt,0.594806927
happening,0.716981124,happening,0.678165381,happening,0.712604537
brothers,0.739064789,brothers,0.602917667,brothers,0.740436016
scary,0.754157588,scary,0.688303969,scary,0.757716236
bright,0.645935395,bright,0.640401057,bright,0.646695542
absolute,0.653121393,absolute,0.654890469,absolute,0.653900147
frame,0.664051411,frame,0.644288074,frame,0.664390903
service,0.670645171,service,0.64170657,service,0.669723447
bringing,0.652010441,bringing,0.647330059,bringing,0.652057736
justice,0.704558508,justice,0.614838035,justice,0.704710108
actions,0.726754289,actions,0.69412423,actions,0.728050784
sick,0.71195966,sick,0.636965609,sick,0.714946128
delivered,0.675571862,delivered,0.674574148,delivered,0.675327307
watchable,0.698606602,watchable,0.69677766,watchable,0.69910763
building,0.669449104,building,0.616309492,building,0.670411893
professional,0.718774998,professional,0.689387809,professional,0.721501396
police,0.837629143,police,0.730913151,police,0.841350898
widescreen,0.763190303,widescreen,0.659142818,widescreen,0.758923833
starting,0.661671974,starting,0.653935721,starting,0.662190048
range,0.651012524,range,0.631833177,range,0.65220676
walking,0.655664428,walking,0.621835266,walking,0.658048534
anti,0.733564655,anti,0.690997852,anti,0.73528391
books,0.730386744,books,0.592123189,books,0.731988159
dealing,0.714629778,dealing,0.682637701,dealing,0.715504753
sight,0.658582989,sight,0.647781979,sight,0.657986861
match,0.6273462,match,0.564362561,match,0.632709295
mid,0.70181902,mid,0.686868028,mid,0.702683996
presents,0.696611951,presents,0.679907823,presents,0.697610152
confused,0.695239645,confused,0.673989307,confused,0.696737914
rented,0.657598,rented,0.628381008,rented,0.658955082
bizarre,0.764609048,bizarre,0.698606532,bizarre,0.767681256
levels,0.674962583,levels,0.674572753,levels,0.676310513
format,0.741507773,format,0.671772466,format,0.741786322
picked,0.662737407,picked,0.658157984,picked,0.66346761
ordered,0.763995579,ordered,0.691482398,ordered,0.763944154
grand,0.645429854,grand,0.620580862,grand,0.64587571
ultimate,0.651775611,ultimate,0.640446902,ultimate,0.653456618
pain,0.716137888,pain,0.654966857,pain,0.716771057
space,0.778897905,space,0.663530895,space,0.783778182
system,0.710124453,system,0.621073173,system,0.710547392
captures,0.740398564,captures,0.717675806,captures,0.739475577
notch,0.690986771,notch,0.678478161,notch,0.69117361
disturbing,0.7973268,disturbing,0.702708042,disturbing,0.799063981
killer,0.847884589,killer,0.733545475,killer,0.852040929
players,0.754480889,players,0.618818905,players,0.759795648
struggle,0.712834127,struggle,0.690503602,struggle,0.712734706
million,0.641101738,million,0.617325215,million,0.639300438
loses,0.682032539,loses,0.671628599,loses,0.685027057
emotionally,0.773634296,emotionally,0.731574499,emotionally,0.774213297
treatment,0.678809713,treatment,0.64254246,treatment,0.678260617
fiction,0.774429166,fiction,0.73366833,fiction,0.782112344
relationships,0.793387322,relationships,0.715149418,relationships,0.796152872
ups,0.651991074,ups,0.63806768,ups,0.652966117
gift,0.696305698,gift,0.652914403,gift,0.696335649
desire,0.672626312,desire,0.656653259,desire,0.672806896
bother,0.691925396,bother,0.683659061,bother,0.691997988
theatre,0.681626633,theatre,0.625645293,theatre,0.683099642
afraid,0.679360887,afraid,0.657836903,afraid,0.67898013
shooting,0.717517108,shooting,0.678128606,shooting,0.717905843
latest,0.712857072,latest,0.690129665,latest,0.713184293
individual,0.701181783,individual,0.689078762,individual,0.701617897
classics,0.751281633,classics,0.702340466,classics,0.747569678
calls,0.633949525,calls,0.626569393,calls,0.634159118
heres,0.669791988,heres,0.681779866,heres,0.670243986
comment,0.662045778,comment,0.658404397,comment,0.662625448
apparent,0.666956243,apparent,0.675962961,apparent,0.667235362
grown,0.676019496,grown,0.672987549,grown,0.677156251
combination,0.679494347,combination,0.677033905,combination,0.679837566
smile,0.706355253,smile,0.684178913,smile,0.707082223
largely,0.670259268,largely,0.676962546,largely,0.670387457
prove,0.683183481,prove,0.6753248,prove,0.683463441
standards,0.687015328,standards,0.674985131,standards,0.686861857
makers,0.695664653,makers,0.686712547,makers,0.696117688
arrived,0.757531973,arrived,0.6936321,arrived,0.75877274
capable,0.676128272,capable,0.6750559,capable,0.675678554
provided,0.65703389,provided,0.666674916,provided,0.657410343
mad,0.664977682,mad,0.615697769,mad,0.67176145
hopes,0.664240959,hopes,0.652220958,hopes,0.664814727
talents,0.701325992,talents,0.691330809,talents,0.701889874
send,0.678145336,send,0.67300008,send,0.678450875
accept,0.69502063,accept,0.681434431,accept,0.694880011
generation,0.702879364,generation,0.650266185,generation,0.701078295
spectacular,0.721475893,spectacular,0.671310236,spectacular,0.716259081
breaks,0.669640136,breaks,0.653047962,breaks,0.669353331
sexy,0.803558018,sexy,0.715212615,sexy,0.803980097
king,0.715596071,king,0.61782785,king,0.70939512
brain,0.626947843,brain,0.613711593,brain,0.625621809
mediocre,0.693072749,mediocre,0.687050611,mediocre,0.696808377
jokes,0.888073658,jokes,0.79447146,jokes,0.89044005
french,0.844917048,french,0.621438547,french,0.847946016
loss,0.727930426,loss,0.647044113,loss,0.729154787
painful,0.723827414,painful,0.681978279,painful,0.72457468
dreams,0.718594823,dreams,0.638469181,dreams,0.720821119
grow,0.69151804,grow,0.669610861,grow,0.691634573
extreme,0.667177322,extreme,0.61839274,extreme,0.668000944
strength,0.716837806,strength,0.679520535,strength,0.719701098
scenery,0.792455816,scenery,0.697406079,scenery,0.795916365
political,0.812699887,political,0.692157632,political,0.814739742
bigger,0.705087811,bigger,0.655712936,bigger,0.705835493
seat,0.748143362,seat,0.698714374,seat,0.749646263
event,0.669764668,event,0.627189595,event,0.672193775
crowd,0.674017964,crowd,0.643382232,crowd,0.674147336
finest,0.710198501,finest,0.672475281,finest,0.710839058
pleasant,0.723369408,pleasant,0.695393004,pleasant,0.723883573
remain,0.650050507,remain,0.652848785,remain,0.650134153
bits,0.707262063,bits,0.702645761,bits,0.707725223
alot,0.587944456,alot,0.570289639,alot,0.586240776
creates,0.685563671,creates,0.681363122,creates,0.685636557
involves,0.679078325,involves,0.676470278,involves,0.675643218
comparison,0.664140432,comparison,0.658455012,comparison,0.664450922
lover,0.711502365,lover,0.671611458,lover,0.711928173
broken,0.586179812,broken,0.572306042,broken,0.587361946
naturally,0.658164172,naturally,0.657782137,naturally,0.658355605
reach,0.669092474,reach,0.663407083,reach,0.668454604
imagination,0.731655601,imagination,0.704230149,imagination,0.734171078
build,0.69424571,build,0.673227642,build,0.694834187
deals,0.704774307,deals,0.693850286,deals,0.704990138
introduced,0.689716229,introduced,0.679723266,introduced,0.690459724
forces,0.713669266,forces,0.704374094,forces,0.714789235
vision,0.713686538,vision,0.689191158,vision,0.715188794
genuinely,0.723373148,genuinely,0.704739,genuinely,0.724449872
pacing,0.705397218,pacing,0.687613593,pacing,0.705595734
constant,0.670832986,constant,0.662483999,constant,0.66912161
humorous,0.707023665,humorous,0.7105747,humorous,0.708314838
tears,0.76432802,tears,0.68240381,tears,0.764951629
describe,0.692488041,describe,0.676112361,describe,0.692718477
shoot,0.734690915,shoot,0.698021047,shoot,0.736259929
favor,0.654600376,favor,0.652689038,favor,0.654329952
subtitles,0.778410525,subtitles,0.658601875,subtitles,0.778218434
dangerous,0.651779942,dangerous,0.636907533,dangerous,0.653005921
regular,0.661493299,regular,0.648795686,regular,0.661001298
core,0.627188116,core,0.613421968,core,0.628176397
compare,0.683163792,compare,0.670536779,compare,0.683579648
attractive,0.725848893,attractive,0.703114189,attractive,0.727498539
opposite,0.666892808,opposite,0.659847323,opposite,0.667416165
returns,0.687605219,returns,0.636366086,returns,0.688664032
summer,0.676875821,summer,0.602170057,summer,0.678330759
desperate,0.654541646,desperate,0.621759552,desperate,0.657566312
wall,0.617475041,wall,0.588002268,wall,0.617446932
hidden,0.663986172,hidden,0.656884222,hidden,0.665081324
roll,0.688505212,roll,0.607564966,roll,0.68781155
sister,0.741239111,sister,0.643629564,sister,0.742278515
decision,0.656790062,decision,0.643691937,decision,0.656891045
discovers,0.710898704,discovers,0.691509308,discovers,0.711794332
behavior,0.716062669,behavior,0.664484,behavior,0.716980212
tragic,0.751333471,tragic,0.707854224,tragic,0.753862253
source,0.655627712,source,0.627993109,source,0.655765341
warm,0.733244656,warm,0.676820513,warm,0.73522207
nudity,0.849490637,nudity,0.697999689,nudity,0.852049046
surface,0.69812031,surface,0.681540077,surface,0.695479025
location,0.729070997,location,0.691365008,location,0.728848887
filmmaking,0.746474073,filmmaking,0.675457305,filmmaking,0.748221766
appealing,0.708275885,appealing,0.689952752,appealing,0.709066166
skills,0.698678363,skills,0.664443141,skills,0.691664789
dog,0.814952462,dog,0.563278945,dog,0.820402843
unknown,0.649703675,unknown,0.635973388,unknown,0.650098446
weeks,0.6594967,weeks,0.6106015,weeks,0.660868854
