,acc,f1,kappa,prec,recall
week,0.753541279,0.678307965,0.478914639,0.656662448,0.701429123
forever,0.760552296,0.685934128,0.492731239,0.66611992,0.70696325
constantly,0.757547575,0.68139513,0.485973649,0.662401755,0.701509872
purpose,0.751895836,0.67467167,0.474469531,0.654532217,0.696089818
speaking,0.751108885,0.674768627,0.47358934,0.65203252,0.699147617
developed,0.758835313,0.680867178,0.487223853,0.665309898,0.697169446
player,0.770782658,0.69994381,0.514885369,0.675890758,0.725771995
intense,0.778938332,0.709094333,0.531109286,0.687728269,0.731830548
throw,0.758119903,0.682922255,0.487791955,0.659960123,0.707539837
explain,0.768851052,0.695619407,0.509579383,0.674954296,0.717589893
paced,0.767062527,0.690140845,0.503669925,0.675484352,0.705447471
crew,0.764987838,0.690473947,0.501371676,0.669101534,0.713256765
normal,0.768350265,0.697778607,0.510499045,0.670132664,0.727803738
wanting,0.753827443,0.67187947,0.475034428,0.658381611,0.685942368
mixed,0.74567177,0.664527697,0.460048658,0.644635665,0.685686465
trip,0.75647446,0.684288629,0.486825662,0.652920354,0.718823071
led,0.758119903,0.682684186,0.487691188,0.65839971,0.708828688
gem,0.743740163,0.674008009,0.464477622,0.631480218,0.722677596
images,0.772285019,0.700817746,0.517418615,0.675729563,0.727840687
length,0.754829017,0.678246174,0.480682246,0.653164557,0.70533099
feelings,0.772428101,0.703458563,0.519444682,0.672908864,0.736914063
blue,0.749678066,0.665838984,0.465880271,0.651467016,0.680859375
gorgeous,0.776792102,0.709443099,0.528905331,0.677155556,0.744963818
poorly,0.74924882,0.674105067,0.471174493,0.641820113,0.709810065
visit,0.780869938,0.709199658,0.533659399,0.688225539,0.731492362
flaws,0.761768493,0.685433592,0.494129414,0.661440292,0.711233092
disappointing,0.763056231,0.683909143,0.494630127,0.666108942,0.702686801
continue,0.759979969,0.682381899,0.489866279,0.659348701,0.707082598
master,0.765560166,0.691402204,0.502890752,0.664314151,0.720793246
emotions,0.784661611,0.719947897,0.545855278,0.683086158,0.761014949
keeping,0.749678066,0.668937459,0.468193566,0.643663511,0.696277329
energy,0.764558592,0.691825077,0.502084451,0.659407355,0.727595036
stick,0.751752754,0.666986564,0.469319635,0.650140318,0.684729064
information,0.773000429,0.698297994,0.516716099,0.674380165,0.723974763
physical,0.765488625,0.69249531,0.50371645,0.659932058,0.728438918
bored,0.757547575,0.675538535,0.482294701,0.655396619,0.696957724
expectations,0.768135642,0.688873956,0.50432187,0.669902913,0.7089508
winning,0.759765346,0.683565775,0.490651541,0.652690301,0.717507418
sitting,0.751824295,0.66813355,0.470320436,0.645710059,0.692170466
comments,0.759765346,0.684813216,0.491608905,0.650383313,0.72309217
helped,0.751824295,0.668893767,0.470864269,0.644947543,0.694686757
sharp,0.770281872,0.695610958,0.511710064,0.666485014,0.72739889
current,0.757762198,0.677277926,0.483857686,0.652046247,0.704540948
fashion,0.746887967,0.66240458,0.460422185,0.638168781,0.688553858
spot,0.758692231,0.674577906,0.483085583,0.655663916,0.694615537
lose,0.75361282,0.668718738,0.472913271,0.647903075,0.690916319
limited,0.741665474,0.657302838,0.45069288,0.628607733,0.688743039
pop,0.766132494,0.688161786,0.501573932,0.661107038,0.717525363
discover,0.751752754,0.671152388,0.472520007,0.640209727,0.705238
died,0.752110459,0.674800563,0.475613077,0.637750577,0.716420885
impact,0.766776363,0.691754917,0.504997627,0.657558871,0.729702773
occasionally,0.73994849,0.660882545,0.451449605,0.620423892,0.706986028
personality,0.766704822,0.690166271,0.503781038,0.658448151,0.725094829
purchased,0.777078266,0.707692308,0.528588867,0.667492479,0.75304452
dvds,0.792101874,0.722604047,0.5568869,0.691703216,0.756394884
answer,0.756259837,0.674376374,0.480200701,0.646272211,0.705035971
deliver,0.754542853,0.671454563,0.476090013,0.644485294,0.700779532
fellow,0.749463443,0.669248206,0.468632554,0.633697013,0.709025415
wondering,0.761267706,0.677988999,0.48870566,0.65431179,0.703444133
won,0.769995708,0.69378036,0.510316675,0.661460225,0.72942119
creative,0.769208757,0.691350938,0.507639644,0.661721612,0.723758013
paid,0.757976821,0.674429795,0.482300728,0.649009076,0.701923077
turning,0.744312491,0.655617653,0.452775275,0.631285953,0.68190018
super,0.763485477,0.677966102,0.491316423,0.659340659,0.697674419
theaters,0.788667907,0.71208577,0.545360212,0.692774512,0.732504512
negative,0.764987838,0.684952527,0.498117267,0.656313178,0.716205375
badly,0.741665474,0.660779709,0.453551184,0.621158601,0.705799719
growing,0.757332952,0.676644423,0.48327316,0.643284394,0.71365373
water,0.752611246,0.671167744,0.473826622,0.636544012,0.709774739
yeah,0.771569609,0.695527796,0.513529825,0.661287398,0.733507643
heads,0.742309343,0.657278782,0.451784526,0.623465704,0.694969819
asked,0.748104164,0.66457083,0.463819113,0.630855489,0.702093398
months,0.751967377,0.665702439,0.469111903,0.63854976,0.695266868
road,0.754042066,0.671319312,0.475665137,0.638131589,0.708148447
transfer,0.808484762,0.744828901,0.59230203,0.70574422,0.788496468
issue,0.768779511,0.687064291,0.504199993,0.660215854,0.716188938
aware,0.755544427,0.669695505,0.476238342,0.642075996,0.69979798
door,0.748891115,0.6625,0.463357006,0.631067961,0.697227282
search,0.734010588,0.646645125,0.434646047,0.609568178,0.68852459
honestly,0.77378738,0.693782684,0.514964053,0.664934101,0.725248026
efforts,0.738088425,0.651631935,0.443005992,0.614721724,0.693257744
carry,0.75432823,0.664844817,0.471346233,0.641552081,0.689892647
journey,0.772428101,0.696324582,0.515330807,0.658184443,0.739156871
deeply,0.768207183,0.692949204,0.50809011,0.649955556,0.742033692
stuck,0.754399771,0.66451676,0.471236886,0.640663275,0.690215185
reminds,0.74853341,0.658306601,0.459943233,0.631363043,0.687652315
results,0.743167835,0.654674875,0.451135852,0.621893275,0.691104793
reviewer,0.751752754,0.668133129,0.470944547,0.630960983,0.70995935
realized,0.756617542,0.669194866,0.477269389,0.641140302,0.699816962
satisfying,0.773715839,0.69347805,0.514781904,0.661979648,0.728123728
intriguing,0.769995708,0.690299586,0.508235827,0.654548776,0.730181374
footage,0.793675776,0.718853578,0.556379028,0.689030088,0.751375586
clean,0.760409214,0.67745353,0.487798759,0.642022636,0.717023445
forgotten,0.732078981,0.644315699,0.431040145,0.602915037,0.691821334
laughing,0.78888253,0.715675884,0.548656023,0.67699599,0.759043532
wow,0.767062527,0.683083512,0.499602804,0.651988109,0.71729354
originally,0.749177279,0.667362429,0.467728121,0.622477876,0.719222904
element,0.755329804,0.664113141,0.472187515,0.638406344,0.691977077
ray,0.785448562,0.701265066,0.534072374,0.682832202,0.720720721
acts,0.753326656,0.664721898,0.470405019,0.632611512,0.700266339
loving,0.764200887,0.68417018,0.497298747,0.642548596,0.731557377
continues,0.766275576,0.679234168,0.495903134,0.651903505,0.708956753
killing,0.800758335,0.728425158,0.571672263,0.694754464,0.765525722
pre,0.7406639,0.65114041,0.445980355,0.613751814,0.693379791
violent,0.787237087,0.707973291,0.541104585,0.679163527,0.739335521
utterly,0.756402919,0.671553969,0.479054666,0.633831027,0.714051282
impression,0.743883245,0.651072125,0.44957371,0.619896065,0.685550082
failed,0.751323508,0.660878049,0.465320701,0.629670943,0.695339766
listen,0.771569609,0.687848275,0.50845773,0.65463342,0.7246138
mistake,0.758835313,0.669542202,0.48037185,0.638795361,0.703398558
fell,0.755902132,0.66893072,0.476665859,0.631897342,0.710575139
edition,0.799613679,0.725095691,0.568023838,0.691630781,0.761963696
cheesy,0.790599514,0.718476484,0.552998311,0.672851738,0.770738754
suppose,0.750679639,0.658031597,0.462610353,0.627080606,0.692196532
thriller,0.836242667,0.766357048,0.64033544,0.756702278,0.776261373
photography,0.770067249,0.68976834,0.508426979,0.646228974,0.739598427
grade,0.753755902,0.668592336,0.474200578,0.625022502,0.718691782
rock,0.762412362,0.673804145,0.487737068,0.641001682,0.710144928
anymore,0.756402919,0.669706082,0.477971537,0.629927007,0.714847795
understanding,0.777006725,0.697525473,0.522110789,0.655002734,0.745952677
falling,0.751824295,0.66000196,0.465560358,0.625023204,0.699127907
learned,0.763199313,0.678203383,0.492097502,0.637310433,0.724703927
asks,0.762197739,0.677906977,0.49078418,0.635076253,0.726932668
mans,0.743668622,0.652641784,0.450976022,0.611666364,0.699501247
genius,0.77951066,0.697902372,0.525213987,0.65987025,0.740586644
todays,0.757619116,0.673288332,0.482318141,0.626750449,0.727291667
disappointment,0.764773215,0.673096043,0.490003575,0.643291524,0.705796497
memory,0.746673344,0.653217119,0.454828255,0.615768095,0.695516163
twists,0.786307054,0.704812729,0.538068025,0.669797145,0.743691345
allowed,0.754614394,0.65999207,0.468765576,0.628825085,0.694409679
robert,0.72986121,0.642288746,0.428206351,0.588235294,0.707281452
married,0.783803119,0.70545809,0.535894993,0.66112532,0.756163811
concerned,0.750536557,0.65210017,0.458278124,0.623783165,0.683110368
remarkable,0.76727715,0.684205417,0.501432652,0.638637187,0.736776082
joy,0.759264559,0.671354624,0.48272327,0.629833242,0.71873693
overly,0.759693805,0.666335552,0.479333342,0.633906634,0.702261307
wasted,0.76942338,0.681993093,0.502076055,0.644896436,0.72361809
unusual,0.740234654,0.646618005,0.442894956,0.603670725,0.696144174
chemistry,0.782873086,0.702713292,0.532852452,0.659496231,0.751991614
news,0.758549149,0.665874666,0.477776318,0.630601913,0.705327181
girlfriend,0.742881671,0.65455594,0.452053689,0.604151881,0.714135906
moved,0.764630133,0.676244834,0.492479232,0.636532049,0.721242653
filming,0.753183574,0.664200895,0.470708663,0.61923775,0.71620487
reminded,0.756832165,0.664892044,0.47524746,0.625719057,0.709297434
york,0.760766919,0.676783298,0.488880101,0.625849124,0.736742424
innocent,0.764558592,0.679520888,0.495087426,0.63229431,0.734371711
dialog,0.747031049,0.658423493,0.459712184,0.608354159,0.717473684
study,0.762054657,0.674687011,0.488627921,0.629609346,0.726717236
hey,0.765631707,0.675836137,0.493393236,0.636651752,0.72016027
crime,0.796895121,0.712098164,0.555558007,0.685876148,0.740404892
wise,0.754685935,0.657818581,0.467495344,0.624124219,0.69535865
creating,0.768278724,0.673257339,0.494296605,0.644457319,0.704751848
names,0.736800687,0.637858057,0.432636196,0.597235023,0.684410646
battle,0.782086135,0.692819685,0.524515729,0.662615741,0.725908707
superior,0.763914723,0.672163719,0.488766425,0.633639258,0.715675904
perspective,0.765631707,0.676348548,0.493935583,0.634006297,0.724751217
mine,0.755830591,0.665818075,0.475182144,0.619082302,0.720186401
fighting,0.781799971,0.693158954,0.524523473,0.660088139,0.72971828
direct,0.738159966,0.640188753,0.436065304,0.597102512,0.68997669
adventure,0.801831449,0.718610321,0.566110537,0.688936502,0.750955414
moral,0.772714265,0.684539768,0.508119803,0.642018998,0.733092301
driven,0.767634855,0.675848303,0.4958245,0.636705528,0.720119098
thin,0.747174131,0.651685393,0.454945202,0.6069396,0.703553948
flicks,0.782515381,0.699485963,0.530453724,0.652647113,0.753567625
center,0.749034197,0.651014723,0.456412544,0.610675625,0.697060077
cross,0.737086851,0.639387695,0.434594662,0.592040705,0.69496587
trust,0.758048362,0.662205354,0.474934698,0.622301483,0.707577375
member,0.752682787,0.660779119,0.468182352,0.611292665,0.718983558
climax,0.758191444,0.663547681,0.476212301,0.620901639,0.712483968
emotion,0.779653742,0.693836978,0.523051944,0.648337358,0.746204832
lies,0.760695378,0.66208708,0.477721025,0.62729709,0.700962567
unexpected,0.760194592,0.665935818,0.480263222,0.623320896,0.714805306
loose,0.752253541,0.654425706,0.462701667,0.613126402,0.701690563
lovers,0.755902132,0.660632584,0.471578279,0.616255335,0.711897106
numerous,0.755401345,0.656347372,0.467622759,0.617786187,0.700042882
joke,0.782086135,0.694422151,0.526169449,0.652526395,0.742066895
managed,0.754113607,0.652723047,0.463472332,0.615589861,0.694623656
murder,0.803190728,0.721755841,0.570351846,0.680916031,0.767807187
shouldnt,0.755902132,0.650624616,0.463738761,0.620265521,0.684108527
bonus,0.785591644,0.696874684,0.531956813,0.656941266,0.74197717
viewed,0.752182,0.6542224,0.462741126,0.609334325,0.70625
law,0.753827443,0.656415377,0.466233621,0.611421131,0.708557879
surely,0.753970525,0.651393817,0.462344436,0.614692941,0.692755498
met,0.752396623,0.655313216,0.463876474,0.60880829,0.709510459
area,0.753684361,0.659075156,0.468340863,0.608520753,0.718790497
lacking,0.759693805,0.659848101,0.475221071,0.620571429,0.704432432
essentially,0.758906854,0.656192614,0.471483377,0.620849421,0.695802683
twenty,0.747174131,0.646104546,0.451136498,0.601304753,0.698117291
began,0.754900558,0.658628936,0.469315565,0.610228951,0.715367965
dumb,0.78959794,0.70053966,0.539246356,0.661284121,0.744749946
baby,0.760766919,0.666000799,0.48139051,0.617979611,0.722113927
land,0.757762198,0.661467706,0.474636349,0.613843014,0.717103837
fantasy,0.779152955,0.686057154,0.516733519,0.645921103,0.731511603
magic,0.771784232,0.679654549,0.503928327,0.632641615,0.734215665
appeared,0.737659179,0.639181344,0.43594582,0.584172662,0.705626765
lame,0.778938332,0.687563195,0.517823444,0.642479214,0.739451936
quiet,0.768064101,0.673514602,0.495207562,0.626804124,0.727747552
favorites,0.781227643,0.695963412,0.527112949,0.64032199,0.762195122
hurt,0.759407641,0.657709924,0.473456199,0.617191977,0.703921569
happening,0.766990986,0.668228583,0.489840535,0.627390972,0.714752669
brothers,0.749749607,0.655776422,0.462097093,0.597668161,0.726400698
scary,0.812562598,0.729841204,0.586992729,0.692157246,0.771864776
bright,0.749177279,0.645858586,0.453314674,0.601505174,0.697273719
absolute,0.748819574,0.647029255,0.45392108,0.600037293,0.702006981
frame,0.752110459,0.647112741,0.457382014,0.60652921,0.693516699
service,0.757619116,0.657154422,0.471263154,0.612179487,0.709261686
bringing,0.766633281,0.667549939,0.489039039,0.625119298,0.71616007
justice,0.771498068,0.672410256,0.498110083,0.631355932,0.719175077
actions,0.780869938,0.6881173,0.520593459,0.641419894,0.742148034
sick,0.777507512,0.68219906,0.512306056,0.637875024,0.733142983
delivered,0.75647446,0.650441569,0.464836725,0.610211946,0.696350044
watchable,0.736943769,0.632850724,0.430589279,0.579553767,0.696943039
building,0.75718987,0.652040189,0.466893079,0.610599078,0.699516058
professional,0.75075118,0.64822294,0.457256195,0.598768886,0.706581554
police,0.805837745,0.716464689,0.569462741,0.680492161,0.75645268
widescreen,0.803619974,0.723090891,0.572684518,0.665923449,0.790995365
starting,0.753898984,0.643153527,0.456382468,0.606534925,0.68447781
range,0.751323508,0.646747967,0.456737039,0.599133873,0.702583352
walking,0.749749607,0.645520876,0.454149345,0.596441948,0.70340106
anti,0.770711117,0.67412303,0.498962449,0.624646693,0.732111307
books,0.782873086,0.686693507,0.521682558,0.643949661,0.735515259
dealing,0.758835313,0.658078913,0.473802547,0.607376896,0.718016822
sight,0.7593361,0.65589198,0.472487602,0.609621601,0.709763117
match,0.761625411,0.658326497,0.476809119,0.613180516,0.710648661
mid,0.737802261,0.632434059,0.431460443,0.577895894,0.69833887
presents,0.753398197,0.649730718,0.461462849,0.599924939,0.708554965
confused,0.761911575,0.659922338,0.478502181,0.611784767,0.716282165
rented,0.7752182,0.683585096,0.511590775,0.62562212,0.753385128
bizarre,0.777507512,0.683685924,0.513942272,0.630818318,0.746225577
levels,0.763199313,0.66162339,0.481261233,0.612878788,0.718791648
format,0.767849478,0.671392405,0.494071882,0.616973758,0.736339405
picked,0.75575905,0.654243468,0.467724651,0.600930233,0.717937319
ordered,0.776005151,0.683769316,0.51259773,0.626387861,0.752724038
grand,0.762841608,0.659755722,0.479415163,0.612307106,0.71517579
ultimate,0.766347117,0.661273595,0.484197096,0.619149349,0.709548186
pain,0.766347117,0.665848169,0.488017986,0.616054525,0.724398931
space,0.771498068,0.669495033,0.496201004,0.625483372,0.72016919
system,0.774932036,0.674932837,0.504250077,0.628439484,0.728855166
captures,0.764200887,0.668477168,0.488252617,0.608496612,0.741575541
notch,0.781370725,0.681997919,0.516602005,0.638418079,0.731963368
disturbing,0.792244956,0.699129714,0.541768666,0.651477119,0.754303599
killer,0.795106596,0.703027789,0.547903605,0.655072464,0.758558962
players,0.766204035,0.666326322,0.488507044,0.6126549,0.730304387
struggle,0.771927314,0.675157938,0.501600861,0.619599776,0.74166107
million,0.769781085,0.666251815,0.492022252,0.62007722,0.719856567
loses,0.76005151,0.654796212,0.472799539,0.60521309,0.7132287
emotionally,0.791529546,0.700020589,0.541917278,0.647002854,0.762502803
treatment,0.761911575,0.658105609,0.477440546,0.607088704,0.718483625
fiction,0.785591644,0.687258687,0.525367133,0.642035484,0.739335429
relationships,0.795249678,0.705434335,0.550224645,0.650655022,0.770285457
ups,0.752038918,0.646903015,0.458441483,0.591137591,0.714285714
gift,0.773215052,0.675138348,0.50308097,0.619638826,0.741557857
