,acc,f1,kappa,prec,recall
lane,0.76441551,0.371684793,0.268962801,0.247711089,0.74407945
uneasy,0.765989412,0.37659615,0.274631961,0.250888776,0.754774637
literal,0.767777937,0.373842593,0.271909095,0.250064516,0.74025974
seasoned,0.755258263,0.357317302,0.251682312,0.236861768,0.72706422
statements,0.777078266,0.386614173,0.287619269,0.260339343,0.750764526
loneliness,0.812133352,0.440085288,0.352732385,0.305144885,0.788990826
motivated,0.772714265,0.383944154,0.283978661,0.257142857,0.757459832
def,0.830519388,0.472969967,0.392379947,0.333437892,0.81331293
leonard,0.73272285,0.340860974,0.23008083,0.221508828,0.739097169
woven,0.786593218,0.396520332,0.300319045,0.269452846,0.750382848
owners,0.785233939,0.402230187,0.306314472,0.271797632,0.773353752
rates,0.745314065,0.34098482,0.232196115,0.224853516,0.705206738
chapters,0.818572042,0.446771379,0.361488692,0.312290332,0.78467433
pie,0.7867363,0.394966511,0.298702579,0.268636113,0.74559387
outlandish,0.783946201,0.399602386,0.303258169,0.269798658,0.770114943
jacket,0.748891115,0.34975917,0.242513654,0.230637674,0.723371648
bumbling,0.795106596,0.415748674,0.323041721,0.283212896,0.781441718
borders,0.751251967,0.347287404,0.240231343,0.229927914,0.709355828
rousing,0.806338532,0.428299894,0.338974514,0.295454545,0.778204144
fred,0.767205609,0.3710862,0.269142926,0.247997933,0.73676132
proportions,0.779582201,0.388083416,0.2899648,0.261789925,0.749808135
organization,0.809271713,0.432282794,0.34390295,0.299145299,0.778971604
civilization,0.830948634,0.465988701,0.38510737,0.330237028,0.791250959
bros,0.803190728,0.434764742,0.345396302,0.296857464,0.811972371
mediocrity,0.769208757,0.376015474,0.274961625,0.251292658,0.746543779
restraint,0.780011447,0.392172366,0.294578858,0.264040458,0.761904762
elite,0.797038203,0.412020725,0.319450582,0.282145898,0.76344086
scored,0.761840034,0.364330724,0.260930895,0.242378049,0.733282091
stare,0.769351839,0.375435878,0.274409266,0.250971251,0.744811683
blond,0.744026327,0.351811594,0.244292258,0.230149324,0.746348962
ample,0.764701674,0.365914787,0.263154519,0.244209985,0.729438893
circles,0.749391902,0.342159624,0.234603616,0.226279185,0.701308699
faint,0.788095579,0.392534865,0.296631903,0.267542633,0.736720554
sour,0.751108885,0.354186003,0.248204661,0.233308877,0.734976888
interior,0.779868365,0.384476895,0.286408811,0.259589411,0.740940632
dim,0.748676492,0.356239692,0.250159811,0.233653846,0.749421742
taut,0.843754471,0.491856678,0.416211738,0.352215928,0.814957594
curiously,0.738303048,0.338517179,0.229062346,0.221067548,0.722222222
fist,0.782229217,0.383306321,0.285673193,0.259818731,0.730501931
childs,0.807554729,0.424721985,0.33572547,0.293700089,0.766795367
gentleman,0.777650594,0.387948011,0.289989431,0.260306554,0.761205564
vocal,0.807697811,0.426865672,0.338132706,0.294758539,0.773570325
hackneyed,0.773572757,0.378802748,0.279248852,0.253880558,0.745749614
cowboy,0.813564172,0.431500873,0.34442701,0.30051656,0.764887858
crashing,0.776935184,0.383794466,0.285368223,0.2577648,0.750966744
survives,0.779868365,0.387661692,0.290181412,0.260916153,0.753869969
behave,0.761267706,0.360115053,0.256757559,0.239357634,0.726780186
trees,0.783373873,0.389269867,0.292572319,0.263229678,0.746904025
revolution,0.81556732,0.443196544,0.357623661,0.307277628,0.794732765
applaud,0.784232365,0.390214315,0.293817824,0.264021888,0.747482572
ominous,0.815281156,0.440883499,0.355101668,0.305889423,0.789147287
snappy,0.794605809,0.41180086,0.319376068,0.279866332,0.779069767
complications,0.770210331,0.381594147,0.281980518,0.253842213,0.768217054
nuance,0.783302332,0.398172064,0.302416565,0.267699706,0.776744186
neglected,0.721419373,0.320181564,0.206739297,0.206624606,0.710852713
arriving,0.759049936,0.357497138,0.253638169,0.237095142,0.726356589
illusion,0.786807841,0.39233279,0.296717963,0.266113416,0.746314973
revolutionary,0.803834597,0.422250316,0.332589531,0.289846688,0.77734678
orange,0.76083846,0.365293336,0.262572467,0.241830065,0.746314973
terrified,0.803906138,0.421363732,0.331689202,0.289359235,0.77484472
fade,0.764916297,0.364164087,0.262063282,0.242525773,0.730590062
abused,0.793174989,0.407460545,0.314476668,0.276803119,0.77173913
crashes,0.80190299,0.411727215,0.320860602,0.283333333,0.752913753
contribution,0.762412362,0.360485269,0.257727576,0.239570003,0.727838258
godfather,0.802689941,0.422045264,0.332294578,0.288869765,0.783048212
unusually,0.749391902,0.350213318,0.244403027,0.229907453,0.73463035
vividly,0.772642724,0.380748246,0.281757466,0.253964128,0.760311284
lyrics,0.834382601,0.468427095,0.38927048,0.332247557,0.793774319
visions,0.805408499,0.41705958,0.327459841,0.287784679,0.757198444
redeem,0.768207183,0.3728223,0.27236951,0.248068006,0.75
toned,0.769709544,0.37531535,0.275358711,0.249935384,0.753115265
hideous,0.776005151,0.38281096,0.284652748,0.256268145,0.75623053
readily,0.746530262,0.345222695,0.238522848,0.226314514,0.72741433
biography,0.829017027,0.453839122,0.372407741,0.321047527,0.773967264
historically,0.847546144,0.494664453,0.420670981,0.355487389,0.812938426
encountered,0.765703248,0.368126568,0.266855715,0.244615385,0.743569758
toss,0.750822721,0.344684854,0.238660047,0.22718254,0.713951676
vampire,0.833094863,0.463308029,0.383542789,0.328655352,0.784879189
maturity,0.780512234,0.391752577,0.295349612,0.262626263,0.770670827
injured,0.784375447,0.390618682,0.294790693,0.263646288,0.75351014
additionally,0.770782658,0.367048597,0.266589367,0.245767196,0.724648986
installment,0.872299328,0.541249036,0.476941203,0.403448276,0.822014052
stumbled,0.73200744,0.329634932,0.219352145,0.213837938,0.718969555
notices,0.768207183,0.373792037,0.273617474,0.248394554,0.754879001
existing,0.780941479,0.379659643,0.282245441,0.256361149,0.731459797
danny,0.751180426,0.349420127,0.244066561,0.229766298,0.729117877
owes,0.765703248,0.362716482,0.261096581,0.241513345,0.728125
triangle,0.772141937,0.383826659,0.285353568,0.255078426,0.775
insert,0.768421806,0.369620253,0.269131326,0.2461738,0.74140625
frantic,0.77736443,0.384980237,0.2875572,0.257603809,0.761532447
longest,0.779868365,0.383983984,0.286900372,0.258073197,0.749804535
douglas,0.749105738,0.352593687,0.247382627,0.23078782,0.746677091
demonstrated,0.765631707,0.368299267,0.267341578,0.244370522,0.747261346
historic,0.830447847,0.460873521,0.380529223,0.324887749,0.792644757
transcends,0.767134068,0.373677121,0.273498547,0.247767288,0.759780908
concert,0.840821291,0.470868014,0.393695362,0.33823027,0.774647887
portions,0.764487051,0.363495746,0.261936754,0.241335045,0.736100235
entertains,0.764916297,0.367833782,0.266775101,0.243815353,0.748629601
wholesome,0.796322793,0.410924891,0.319483856,0.279167838,0.778213166
outfit,0.762698526,0.373796489,0.273046134,0.246207411,0.775862069
expectation,0.773000429,0.368305793,0.268708729,0.246864158,0.72492163
sean,0.766919445,0.372254335,0.272022133,0.246806336,0.757053292
spine,0.809629418,0.429826441,0.342670659,0.295695755,0.786666667
sights,0.769852626,0.373270992,0.273681581,0.248315189,0.751372549
authors,0.816211189,0.441643121,0.356823726,0.305472038,0.796862745
translate,0.778222922,0.381484437,0.284166047,0.255751739,0.750392465
observation,0.776362856,0.378775835,0.280877995,0.253592336,0.748037677
rescued,0.788954071,0.400893582,0.307292942,0.270410959,0.774725275
truely,0.798898269,0.420770657,0.330809374,0.285275217,0.801412873
divorce,0.803047646,0.412379936,0.322458696,0.283201407,0.758241758
admirably,0.764916297,0.366370999,0.265352819,0.242842536,0.745682889
seductive,0.799971384,0.414082146,0.323716694,0.282447113,0.775510204
virtue,0.755687509,0.352851999,0.249070621,0.232517483,0.731343284
establishing,0.765989412,0.368898321,0.268366784,0.244501279,0.750981932
ive,0.798683646,0.414238135,0.323696167,0.281789861,0.781618225
revelations,0.78745171,0.393549704,0.299108132,0.265784395,0.757861635
las,0.821004436,0.445478723,0.362112069,0.310185185,0.79009434
applies,0.750965803,0.344073865,0.238731129,0.226270136,0.717767296
wider,0.746887967,0.343111771,0.237047955,0.22459893,0.726415094
nations,0.822006009,0.446372942,0.363291244,0.311297331,0.788522013
pedestrian,0.751395049,0.34912905,0.244368891,0.229161544,0.732704403
woody,0.80333381,0.420653319,0.331617276,0.287359631,0.784591195
ads,0.785019316,0.386859825,0.291417031,0.261157025,0.745869394
rewarded,0.767348691,0.367807154,0.267512639,0.244255099,0.74429583
critically,0.777292889,0.380743982,0.283370192,0.254792332,0.752950433
glaring,0.782944627,0.386822959,0.291007371,0.260266522,0.752950433
eagerly,0.775003577,0.377843719,0.279801616,0.252378436,0.751376869
studying,0.78101302,0.377465935,0.280433248,0.254525507,0.730133753
traffic,0.773000429,0.377476947,0.279122506,0.251371832,0.757480315
melancholy,0.803691515,0.418890301,0.329869175,0.286500579,0.778740157
racist,0.837530405,0.47271883,0.395228007,0.33519921,0.801574803
thugs,0.830519388,0.464632768,0.38494562,0.325832013,0.809448819
cries,0.766490199,0.363990647,0.263303711,0.241780999,0.736012608
tomorrow,0.761482329,0.358599461,0.256568142,0.237210486,0.734436564
charges,0.777078266,0.376051262,0.278310763,0.252080537,0.739952719
dud,0.776076692,0.374,0.275950835,0.250535906,0.737381703
evoke,0.763127772,0.36044041,0.258919065,0.238679969,0.735804416
session,0.775146659,0.381177397,0.283659467,0.254001574,0.76340694
destroys,0.771855773,0.372614598,0.273717321,0.248230668,0.746845426
disguised,0.757476034,0.356492027,0.253680111,0.23475,0.740536278
rightly,0.762412362,0.359745518,0.25810311,0.238010204,0.736385162
cartoons,0.829875519,0.450808314,0.370020236,0.318641854,0.770323599
eighties,0.786378595,0.399195171,0.305371731,0.267890899,0.782951855
sung,0.83788811,0.464049196,0.386110074,0.331306991,0.774269929
lethal,0.8097725,0.42383532,0.336586485,0.292114695,0.771902131
invasion,0.826083846,0.451117634,0.369517516,0.315939279,0.788476717
compassionate,0.800901417,0.417172775,0.327676027,0.28384155,0.786729858
males,0.78745171,0.398217541,0.304545834,0.267774448,0.776461295
bull,0.769280298,0.367274868,0.267552472,0.244322631,0.739336493
chased,0.793461153,0.400913053,0.30856977,0.271882916,0.763033175
article,0.774145085,0.368473695,0.269745577,0.246652384,0.728063241
manipulation,0.795822006,0.409598676,0.318531669,0.277388624,0.782608696
africa,0.817928173,0.441518543,0.357510177,0.305589307,0.795256917
escaping,0.786163972,0.386620152,0.291698884,0.261086475,0.744664032
rave,0.782014594,0.38506559,0.289265584,0.258536585,0.754150198
reminding,0.765345543,0.360623782,0.25972939,0.239265391,0.731803797
minority,0.785949349,0.38863915,0.293922314,0.261983471,0.752373418
meal,0.785877808,0.38980632,0.29524151,0.262493136,0.756927949
rejected,0.744527114,0.337107852,0.230676668,0.220174588,0.718923199
lens,0.7637001,0.360503388,0.259393732,0.238595592,0.737133808
assignment,0.785019316,0.389847716,0.295192257,0.262080262,0.760697306
mentor,0.775075118,0.383045526,0.286054368,0.254564424,0.773375594
stating,0.77593361,0.378817929,0.281619715,0.252578683,0.757335448
mate,0.77378738,0.37804878,0.280419994,0.251373267,0.762093577
dangers,0.79539276,0.404166667,0.312743022,0.274088726,0.769230769
gender,0.789240235,0.4004884,0.307622194,0.269367643,0.780333069
senseless,0.782944627,0.385332253,0.289949088,0.25877551,0.754163362
maximum,0.763413936,0.357739367,0.256436571,0.236882716,0.73037272
parental,0.815138074,0.442141623,0.357818198,0.303767428,0.812053925
louis,0.750608098,0.351321176,0.247460421,0.229460379,0.749206349
thier,0.785162398,0.394434362,0.300347717,0.264395783,0.776190476
anne,0.729932751,0.325049169,0.215475593,0.209785368,0.721428571
drivel,0.770424953,0.365684918,0.266363993,0.243485128,0.734126984
pairing,0.785233939,0.395732689,0.301837722,0.265031006,0.780778396
radical,0.798397482,0.407734342,0.317293588,0.277222063,0.77045274
convention,0.747889541,0.343272456,0.238245788,0.224251278,0.731532963
pristine,0.79753899,0.408444816,0.317908871,0.277163121,0.776012708
prisoner,0.824796108,0.452981908,0.371662875,0.31500466,0.806041335
yep,0.765631707,0.364870105,0.264813331,0.241282051,0.748012719
percent,0.761911575,0.35777692,0.256491097,0.236178344,0.737470167
disgust,0.79031335,0.393293314,0.300176955,0.265808618,0.755767701
battling,0.782372299,0.379690049,0.283968149,0.255208333,0.741242038
nutshell,0.7752182,0.374601911,0.277177568,0.249734607,0.749203822
acquired,0.749391902,0.343884623,0.239344762,0.22483468,0.73089172
thematic,0.78101302,0.390117553,0.295146695,0.260164762,0.779458599
jennifer,0.756689083,0.34533205,0.242052551,0.227722772,0.714171975
strained,0.767706396,0.364703581,0.265149564,0.241701245,0.742629482
somber,0.776148233,0.381008902,0.284414321,0.253421053,0.767330677
gimmick,0.788381743,0.39853599,0.305673378,0.267540268,0.780876494
aftermath,0.786950923,0.39025389,0.296371679,0.262606779,0.75936255
buys,0.756045214,0.349980938,0.247196772,0.22995992,0.732057416
convenient,0.780512234,0.372853639,0.276287513,0.250687191,0.727272727
examine,0.789168694,0.396477575,0.303617116,0.266740149,0.771929825
girlfriends,0.776362856,0.378281623,0.281579391,0.25192053,0.758978452
capsule,0.748962656,0.350064827,0.246299903,0.227930535,0.754189944
deft,0.756402919,0.35694051,0.254979372,0.233795151,0.754189944
immature,0.802689941,0.412441415,0.323537392,0.281313572,0.77254589
prices,0.781871512,0.379906447,0.284291075,0.254912664,0.745411014
cliff,0.764701674,0.360489986,0.26022918,0.238242097,0.740415335
dismissed,0.756259837,0.353142206,0.2508397,0.231631382,0.742811502
gap,0.76870797,0.365207147,0.266049374,0.242124447,0.742811502
gordon,0.739376163,0.328974028,0.221773514,0.213738631,0.713828937
transferred,0.764558592,0.363812101,0.263919668,0.239928608,0.752198241
china,0.816640435,0.425465142,0.340572487,0.295546559,0.7592
attended,0.766776363,0.366990291,0.267823005,0.242307692,0.756
acknowledge,0.766060953,0.361078546,0.261217063,0.238883144,0.7392
races,0.797324367,0.401183682,0.310439588,0.27262281,0.7592
chuck,0.780726856,0.382181012,0.286816339,0.255387931,0.759007206
increase,0.779439119,0.372991662,0.276544785,0.25,0.73418735
amusement,0.755615968,0.346345197,0.243521968,0.227501257,0.725160256
alcoholic,0.816855058,0.438596491,0.354934356,0.301932367,0.801282051
contest,0.77092574,0.371170463,0.273196275,0.245837669,0.757211538
unoriginal,0.800829876,0.417329427,0.328831158,0.282356273,0.799518845
advances,0.756617542,0.355925786,0.254284615,0.232961586,0.753809142
excellently,0.780869938,0.378827824,0.283288946,0.253528773,0.748997594
oldest,0.777579053,0.376829024,0.280547279,0.251202565,0.753809142
satirical,0.842395192,0.480301958,0.405463501,0.340126963,0.817014446
jewish,0.836171126,0.464953271,0.387552829,0.327949901,0.798555377
sweeping,0.810988697,0.425901782,0.340158826,0.291927316,0.787148594
elizabeth,0.756832165,0.347725964,0.245422648,0.228441755,0.727710843
glossy,0.770997281,0.371490281,0.273804038,0.245778124,0.760450161
amc,0.852124767,0.511463011,0.441250467,0.362236358,0.86977492
newest,0.793031907,0.39841963,0.306974808,0.268723703,0.770096463
supreme,0.777221348,0.376201923,0.279979777,0.250533618,0.754823151
advised,0.749821148,0.341803124,0.23791757,0.223150651,0.729903537
manhattan,0.823222206,0.44732722,0.365859594,0.309885342,0.803858521
lunch,0.764558592,0.358354455,0.258365085,0.236550837,0.738745981
embarrassment,0.760409214,0.350591429,0.249188912,0.231024789,0.726688103
distributor,0.84003434,0.467365412,0.391142247,0.331979695,0.78921963
wives,0.787237087,0.393308854,0.300439981,0.263459962,0.775543041
mtv,0.808627844,0.421371404,0.33493609,0.28808045,0.784219002
celebrate,0.767205609,0.361209266,0.262042739,0.238836968,0.740740741
blatantly,0.771712691,0.364469229,0.266342692,0.242127547,0.736714976
sport,0.814994992,0.428634556,0.344104263,0.295281583,0.78162772
misunderstood,0.766347117,0.359607843,0.260274682,0.237564767,0.739516129
flowing,0.766275576,0.354220202,0.254352464,0.234616392,0.722580645
stumble,0.749105738,0.3423964,0.238736216,0.223063767,0.736290323
fighter,0.848333095,0.484184915,0.411241918,0.346689895,0.802419355
hyper,0.79181571,0.386075949,0.293521992,0.261428571,0.737903226
excellence,0.784876234,0.385197301,0.291399956,0.257940854,0.760290557
havoc,0.788810989,0.391591096,0.299060842,0.262939386,0.766747377
teachers,0.844827586,0.482215326,0.408351521,0.342372881,0.815173527
request,0.758692231,0.355928967,0.255119025,0.233116558,0.752219532
controversy,0.805336958,0.414712841,0.327231196,0.282697947,0.778046812
imaginable,0.75289741,0.35050771,0.248293863,0.228487374,0.752219532
openly,0.782372299,0.380952381,0.286334514,0.254693878,0.755447942
obsessive,0.787737874,0.392381733,0.299739862,0.262897914,0.773204197
appeals,0.777292889,0.373263539,0.277072976,0.248658798,0.748184019
immense,0.77664902,0.371071716,0.274627095,0.247181965,0.743941842
reporter,0.828301617,0.452804378,0.373102566,0.315438374,0.802100162
martial,0.869223065,0.52642487,0.461648448,0.387490465,0.820678514
panic,0.785806267,0.387228817,0.293836231,0.259320175,0.764135703
enlightening,0.787308628,0.39165132,0.298925348,0.262263634,0.773021002
blends,0.768421806,0.363672105,0.265249844,0.24025974,0.74777688
grounds,0.763413936,0.350932287,0.250544769,0.231666235,0.723300971
cook,0.759193018,0.348684211,0.247422391,0.229145473,0.728964401
sweat,0.775075118,0.371702638,0.27518051,0.246815287,0.752427184
mouthed,0.782801545,0.382675885,0.288524912,0.255498235,0.76194332
fixed,0.773143511,0.361843429,0.264128942,0.240760578,0.727935223
haunt,0.803190728,0.407750269,0.319469018,0.27771261,0.766801619
valid,0.781084561,0.380566802,0.285931529,0.253711201,0.761133603
imitation,0.753541279,0.353294537,0.251724295,0.229960899,0.76194332
illness,0.828587781,0.446395564,0.366380212,0.312318138,0.782186235
colour,0.792459579,0.392460733,0.300872862,0.264689266,0.758704453
ponder,0.775790528,0.365587045,0.268663206,0.243724696,0.731174089
faux,0.761840034,0.357211817,0.257327167,0.234474018,0.749594814
lawrence,0.741737015,0.328247116,0.222559876,0.212992031,0.715328467
canadian,0.795535842,0.399327449,0.309014109,0.269503546,0.770478508
ignorance,0.789240235,0.385738115,0.293087,0.259612686,0.750202758
jungle,0.800472171,0.402911582,0.31380929,0.273705643,0.763179238
befriends,0.788381743,0.396080033,0.304289496,0.264593562,0.787337662
overacting,0.74352554,0.337460728,0.23304654,0.218473319,0.741071429
gene,0.764272428,0.36056666,0.261511764,0.236929355,0.754058442
lists,0.753970525,0.343075454,0.24079859,0.224275724,0.729488221
choreography,0.85520103,0.49551346,0.42535451,0.357425387,0.807473599
threads,0.787952497,0.382757185,0.28972401,0.257350882,0.746547522
concentrate,0.767706396,0.353316072,0.254155166,0.234036939,0.720552396
reports,0.789240235,0.384454659,0.291856979,0.25871766,0.74796748
disliked,0.784017742,0.378934376,0.284932196,0.253649132,0.748780488
rivals,0.77164115,0.369917094,0.273041829,0.244264859,0.761788618
resident,0.758048362,0.351610429,0.250858428,0.230055193,0.745528455
cultures,0.829589355,0.452413793,0.373307735,0.315384615,0.8
yard,0.754757476,0.346549752,0.24487064,0.226288275,0.739625712
airplane,0.828730863,0.451923077,0.372643791,0.314431348,0.803091945
principle,0.772428101,0.364689435,0.267497477,0.241662255,0.742880391
ebert,0.78888253,0.399837299,0.308652138,0.26654013,0.799837266
evocative,0.787523251,0.390894176,0.298706156,0.261239035,0.776058632
origin,0.799971384,0.396112311,0.306591075,0.269547325,0.746742671
grady,0.879811132,0.563862928,0.504563753,0.413871951,0.884364821
overbearing,0.761267706,0.354670277,0.254833941,0.232564038,0.746742671
weekly,0.806767778,0.42323297,0.337382654,0.286747685,0.807660962
overwhelmed,0.776792102,0.378733572,0.283704417,0.250592885,0.775061125
relying,0.774717413,0.365248942,0.268601933,0.242635244,0.738386308
silicon,0.921519531,0.678393433,0.637663624,0.529761905,0.942950285
reflected,0.764057805,0.356864275,0.257795113,0.234495131,0.746329527
strict,0.778866791,0.377692772,0.282956955,0.250735098,0.765089723
excels,0.765059379,0.360342813,0.261767731,0.236693961,0.754486134
spinning,0.758406067,0.35442554,0.254270035,0.231460674,0.756117455
cure,0.792888825,0.38548079,0.293844995,0.260545194,0.740619902
factors,0.772213478,0.3632,0.266077926,0.240529801,0.74122449
relates,0.752539705,0.340766152,0.238448292,0.222277474,0.729795918
buzz,0.783946201,0.378344998,0.284567759,0.252958987,0.750204082
ranging,0.750679639,0.335557674,0.232445257,0.218905473,0.718367347
fodder,0.760266132,0.34767374,0.247190022,0.228271984,0.728979592
awaiting,0.769709544,0.35710006,0.259058803,0.236320381,0.730392157
australian,0.837673487,0.470725449,0.395025226,0.329415606,0.824346405
wheel,0.769137216,0.363134004,0.26558382,0.239396305,0.751633987
milk,0.761196165,0.349317739,0.249201468,0.229390681,0.732026144
lip,0.759979969,0.355179704,0.255461711,0.232219151,0.754901961
toys,0.789884104,0.378412698,0.285781608,0.255282696,0.73098937
lock,0.768636429,0.363135093,0.265570246,0.239169909,0.753883892
popped,0.766490199,0.350577,0.251464702,0.231659216,0.720359771
disgusted,0.784804693,0.382594417,0.289470777,0.255412442,0.762060507
paranoia,0.828444699,0.448735632,0.369458626,0.31202046,0.798690671
pit,0.760981542,0.35138808,0.251573018,0.230338509,0.740589198
stinks,0.765917871,0.358934169,0.260606261,0.235960845,0.749590835
hum,0.769351839,0.36284585,0.265488997,0.239124772,0.751842752
begging,0.769995708,0.362229716,0.264975885,0.238942685,0.748360656
requisite,0.760194592,0.352645809,0.252968197,0.230672057,0.748360656
sleeper,0.751538131,0.344098206,0.242377399,0.223503435,0.74733388
displaying,0.742881671,0.331473214,0.227254444,0.214337262,0.730926989
adaptations,0.855129489,0.503311258,0.434123032,0.358992302,0.841673503
perceived,0.787666333,0.384742952,0.292586922,0.257348863,0.761904762
defining,0.774359708,0.370710295,0.275076678,0.244860306,0.76272578
lengths,0.772499642,0.357056207,0.259891331,0.236792706,0.725554643
sony,0.776148233,0.375074895,0.280200581,0.247757256,0.771569433
demented,0.821719845,0.438485804,0.35725566,0.302080099,0.799506984
applied,0.76155387,0.344026766,0.243901991,0.226190476,0.718159408
interrupted,0.748748033,0.335603481,0.232831003,0.217936118,0.729440789
apple,0.76942338,0.358095997,0.2606063,0.236268068,0.739309211
wanders,0.756975247,0.346856374,0.246393755,0.226348808,0.741776316
exterior,0.764844756,0.35612145,0.257739067,0.233736179,0.747532895
lovingly,0.771426527,0.366197183,0.269859565,0.241244119,0.759670782
interviewed,0.826441551,0.442555147,0.36269414,0.306981192,0.792592593
gal,0.756259837,0.34819208,0.247825728,0.226819541,0.748971193
aims,0.747460295,0.340433483,0.238042584,0.22020788,0.749794239
happier,0.769137216,0.365388397,0.268685357,0.239989667,0.76523888
isolation,0.806266991,0.414866033,0.328869535,0.281195079,0.7907743
injury,0.776291315,0.365848712,0.270365884,0.24260355,0.743610882
sixth,0.781227643,0.373103731,0.279098039,0.248294679,0.750206101
survivors,0.843754471,0.477761836,0.404369858,0.336476928,0.823577906
dean,0.749749607,0.345679012,0.244277465,0.223566417,0.761747733
speakers,0.807053942,0.416612589,0.330962752,0.282404692,0.793899423
permanent,0.756760624,0.34464148,0.244126165,0.22490566,0.737015664
strain,0.747388754,0.328324139,0.224898914,0.213349815,0.712046205
indication,0.749463443,0.327831094,0.224721104,0.213553388,0.705202312
accompanying,0.761053083,0.347401329,0.2479214,0.227540312,0.734104046
kelly,0.747460295,0.335466867,0.232843906,0.217264082,0.735755574
rebel,0.787523251,0.390143737,0.298866311,0.25963378,0.78447564
promote,0.762197739,0.347467609,0.248165149,0.227916559,0.730800991
blockbusters,0.793389612,0.392767031,0.302710165,0.263469676,0.771263419
caution,0.770067249,0.355653569,0.258344874,0.234842468,0.732452519
businessman,0.795178137,0.400920695,0.31196109,0.268422527,0.791735537
tire,0.76298469,0.356324072,0.258071578,0.232918466,0.75785124
fable,0.796895121,0.401433692,0.31281285,0.269459383,0.78677686
nonsensical,0.790599514,0.387784982,0.296859996,0.259591151,0.766115702
understatement,0.768421806,0.355050807,0.25749232,0.233919664,0.736363636
global,0.829589355,0.441631505,0.362576182,0.308246073,0.778512397
letdown,0.788596366,0.381151832,0.289286645,0.255259467,0.752066116
football,0.789240235,0.383165829,0.291592137,0.256590017,0.756198347
mountains,0.823150665,0.439455782,0.358918926,0.3028125,0.800826446
backed,0.757046788,0.345160046,0.245003517,0.225044003,0.740281224
adopted,0.780297611,0.378717378,0.285326949,0.250669523,0.774193548
priest,0.827371584,0.435555556,0.35560963,0.303652968,0.770057899
forgiven,0.752754328,0.335128896,0.233355829,0.218350464,0.720430108
peaceful,0.80190299,0.407700535,0.32056251,0.274956722,0.788254756
oil,0.766204035,0.347964884,0.249512875,0.229232387,0.721854305
kidnapped,0.828659322,0.452070464,0.373741185,0.312361682,0.817880795
borderline,0.765488625,0.354470264,0.256537184,0.23255814,0.745033113
slide,0.768493347,0.354349561,0.256924995,0.233377135,0.735708368
powerfully,0.806266991,0.41537133,0.329786357,0.280875912,0.797017399
transform,0.780082988,0.375710804,0.282123613,0.248856605,0.766362883
rehash,0.799327515,0.4,0.311838243,0.269607843,0.774647887
communication,0.784661611,0.377069536,0.284349328,0.251310345,0.754763877
shaped,0.760910001,0.344191523,0.244703732,0.225449871,0.727197347
tragically,0.769351839,0.357768924,0.260930398,0.235386632,0.745228216
static,0.765488625,0.353196527,0.255332649,0.231685219,0.742738589
restoration,0.83574188,0.462295082,0.386350859,0.322022838,0.819087137
swimming,0.781585348,0.378334351,0.28535221,0.250674582,0.770954357
andrew,0.722993275,0.311766797,0.203907862,0.198371409,0.72780083
intro,0.790384891,0.383157895,0.292064153,0.256699577,0.755186722
suspicion,0.782014594,0.370844518,0.277295362,0.246771091,0.745847176
dedication,0.779439119,0.370944705,0.276989512,0.245875034,0.754983389
streak,0.760480755,0.347368421,0.248259611,0.226948548,0.740033223
fulfill,0.763485477,0.346381969,0.247622138,0.227296316,0.727574751
blade,0.814351123,0.416460535,0.332617701,0.285538082,0.76910299
invisible,0.753040492,0.334104938,0.232609656,0.21758794,0.719269103
cream,0.754042066,0.336549595,0.235508035,0.21915054,0.72485453
automatically,0.760981542,0.344773485,0.245549866,0.225616016,0.730673317
void,0.768922593,0.355289421,0.258274394,0.233779879,0.739817124
christ,0.84074975,0.463096961,0.38836549,0.326197757,0.798004988
distinction,0.754829017,0.337009093,0.236125972,0.219616742,0.724023275
bearing,0.748819574,0.336671075,0.234909232,0.217848411,0.740648379
lightweight,0.772571183,0.365595689,0.270124607,0.240546218,0.761429759
illustrates,0.765989412,0.352917903,0.255295045,0.231507916,0.742096506
mon,0.78387466,0.377754892,0.285264843,0.251026554,0.762895175
observed,0.763199313,0.349705305,0.25135549,0.228909465,0.740432612
owe,0.769065675,0.353624349,0.256598949,0.232797258,0.735220649
observe,0.764057805,0.347705696,0.249419262,0.227956432,0.7325
informs,0.743597081,0.332588454,0.229912691,0.214148681,0.744166667
incoherent,0.81048791,0.413289037,0.328656631,0.281447964,0.7775
exhilarating,0.811346401,0.41749503,0.333377064,0.284039675,0.7875
downfall,0.790241809,0.382996633,0.292151168,0.256193694,0.758333333
sensation,0.759765346,0.3459291,0.246904508,0.22566709,0.740617181
trashy,0.787666333,0.384742952,0.293688513,0.256,0.773978315
nut,0.780869938,0.373491512,0.280363835,0.247358439,0.762103506
hostile,0.772428101,0.353060809,0.256691984,0.233396074,0.724540902
investigating,0.83216483,0.45058548,0.373300629,0.313151042,0.803005008
impending,0.776577479,0.368452983,0.274179786,0.243127836,0.760434057
obtain,0.766060953,0.347305389,0.249410653,0.228226653,0.726210351
denied,0.775575905,0.363820726,0.268955115,0.240289312,0.748747913
reverse,0.756903706,0.34249226,0.242851361,0.222865777,0.739348371
mexico,0.832450994,0.445811642,0.36826076,0.310993727,0.786967419
protection,0.790671055,0.382179054,0.291504585,0.255721955,0.756056809
gathering,0.760123051,0.344220614,0.245212523,0.224719101,0.735171261
