,acc,f1,kappa,prec,recalls
cute,0.689655172,0.604341481,0.350291988,0.573084241,0.639205094
week,0.615896409,0.530230116,0.210181971,0.484722444,0.585168019
forever,0.623551295,0.521984012,0.213386327,0.492120589,0.555705996
constantly,0.612820146,0.530452889,0.207025137,0.480660377,0.591753775
purpose,0.626842181,0.525386715,0.219760078,0.495707418,0.558846303
speaking,0.61747031,0.509764372,0.19760557,0.483899043,0.538550949
developed,0.619258835,0.529941706,0.214217197,0.48669695,0.581620783
player,0.633423952,0.526432532,0.228546666,0.502204197,0.55311711
intense,0.650236085,0.585150615,0.291110751,0.519355325,0.670034979
throw,0.622120475,0.520776629,0.211112152,0.488427502,0.55771473
explain,0.637215625,0.535580181,0.2395512,0.506408036,0.568318756
paced,0.649234511,0.539148416,0.25653632,0.521549373,0.557976654
crew,0.630848476,0.526344777,0.225520014,0.498002432,0.558107845
normal,0.609672342,0.530949106,0.204466472,0.475369458,0.601246106
wanting,0.604020604,0.515536105,0.186437193,0.468277946,0.573403427
mixed,0.619759622,0.516422528,0.205345883,0.484631148,0.552677702
trip,0.614608671,0.510761965,0.19525782,0.478312638,0.547934528
led,0.647875233,0.546359447,0.260002649,0.518272425,0.577665172
gem,0.587280011,0.52294716,0.173929217,0.453723633,0.617096019
images,0.647946774,0.5738287,0.280380531,0.515642023,0.646817649
length,0.62319359,0.520440681,0.212444031,0.487546912,0.558094122
feelings,0.632350837,0.555565165,0.249012334,0.498525532,0.62734375
blue,0.621261983,0.515556369,0.206674687,0.485020661,0.550195313
gorgeous,0.645299757,0.555495786,0.263794877,0.512829002,0.605906513
poorly,0.626269853,0.522398976,0.21763302,0.489967416,0.559428236
visit,0.61453713,0.534634652,0.213397139,0.478213844,0.606149628
flaws,0.621476606,0.527968597,0.216265154,0.484446627,0.580082337
disappointing,0.626198312,0.526334874,0.220516986,0.489379636,0.569327319
continue,0.612677064,0.514090827,0.195954371,0.473779983,0.561899156
master,0.626913722,0.521779,0.21810569,0.489504474,0.558609857
emotions,0.654814709,0.58665296,0.298688958,0.519653969,0.673485445
keeping,0.620904278,0.512735632,0.204733461,0.480855467,0.549143195
energy,0.635069395,0.543616355,0.243825095,0.498032787,0.598384873
stick,0.62533982,0.520816177,0.215803146,0.486163307,0.560788177
information,0.671054514,0.568586977,0.303773612,0.542427497,0.597397476
physical,0.607526112,0.529905741,0.202946294,0.468271998,0.610223012
bored,0.622120475,0.521297807,0.212651687,0.48158071,0.568154879
expectations,0.622978967,0.531305585,0.221180943,0.483098819,0.590199565
winning,0.621548147,0.542941075,0.22874395,0.481975763,0.621562809
sitting,0.612462441,0.502799449,0.188122102,0.468205128,0.542913776
comments,0.61668336,0.507174393,0.19619407,0.473142269,0.546481665
helped,0.624839033,0.516860144,0.212717918,0.482788296,0.556106265
sharp,0.622192016,0.526070179,0.216622023,0.480570585,0.581086439
current,0.623336672,0.520185911,0.213490573,0.481281619,0.565932976
fashion,0.612963228,0.508271223,0.192835124,0.469048817,0.554651855
spot,0.618758048,0.512398207,0.202616015,0.474898236,0.556328234
lose,0.613464015,0.519006499,0.201745538,0.470009674,0.579407672
limited,0.615610245,0.513447433,0.19993584,0.471321696,0.563842482
pop,0.645085134,0.544151429,0.256326301,0.505635246,0.589019296
discover,0.62677064,0.515103634,0.213920905,0.482920878,0.551882095
died,0.629846902,0.534293429,0.231892114,0.487196323,0.591470705
impact,0.636571756,0.562521529,0.261492152,0.494923473,0.651506084
occasionally,0.612533982,0.529779476,0.209666168,0.468807621,0.608982036
personality,0.627700672,0.538979447,0.233336638,0.48447205,0.607306848
purchased,0.625196738,0.511788277,0.209810589,0.479902132,0.548213216
dvds,0.638431821,0.529247392,0.23793609,0.495638521,0.567745803
answer,0.625697525,0.520439963,0.216931613,0.480697596,0.567346123
deliver,0.629989984,0.525156078,0.225333696,0.485651214,0.571657006
fellow,0.624409787,0.509986933,0.207721224,0.47787301,0.546728037
wondering,0.622978967,0.521691777,0.21501945,0.477091633,0.575490589
won,0.617828015,0.534750044,0.219713602,0.473108337,0.614860805
creative,0.636357133,0.532511726,0.23820582,0.492263221,0.579927885
paid,0.611317785,0.495215089,0.181897249,0.461791717,0.533854167
turning,0.612319359,0.510699774,0.19487046,0.46467302,0.566847064
super,0.643868937,0.528241092,0.243581434,0.500898634,0.558740978
theaters,0.649306052,0.539891121,0.258431475,0.507499559,0.576699418
negative,0.620546573,0.509070715,0.20281352,0.472671021,0.551544324
badly,0.611532408,0.505194095,0.189860767,0.462694041,0.556291391
growing,0.615753327,0.524564044,0.2098192,0.468532574,0.595817414
water,0.621691229,0.500377929,0.197767196,0.471846044,0.532582462
yeah,0.63836028,0.539659412,0.246217169,0.493093693,0.595937249
heads,0.62677064,0.515373897,0.214789029,0.478688525,0.558148893
asked,0.618042638,0.515649097,0.205377824,0.469364162,0.572061192
months,0.609386178,0.506685941,0.188998449,0.459446174,0.564753273
road,0.595435685,0.497288648,0.166686504,0.444603402,0.564138766
transfer,0.632493919,0.542523822,0.242432559,0.485495697,0.614732593
issue,0.615753327,0.520745962,0.207197077,0.466656005,0.589018975
aware,0.622120475,0.517889741,0.21190239,0.472360972,0.573131313
door,0.61668336,0.521265189,0.208887679,0.466645337,0.590366323
search,0.619187294,0.497688025,0.193287872,0.466230552,0.533697632
honestly,0.613535556,0.507835277,0.194904283,0.461653139,0.564284268
efforts,0.624409787,0.50611477,0.205541314,0.472676155,0.544644665
carry,0.619544999,0.509319063,0.202645883,0.467717336,0.559043954
journey,0.628845328,0.544992107,0.241055399,0.480364873,0.629712201
deeply,0.648733724,0.5747445,0.286320304,0.501284182,0.673432109
stuck,0.618471884,0.515314005,0.206374899,0.466513082,0.575517661
reminds,0.608670768,0.510908441,0.192453831,0.456389776,0.580219334
results,0.615896409,0.508738219,0.198448927,0.462947544,0.564581641
reviewer,0.616826442,0.497937758,0.191134318,0.462073765,0.539837398
realized,0.626913722,0.521076316,0.22018624,0.475050234,0.576977832
satisfying,0.633567034,0.541696492,0.243779553,0.483391888,0.615995116
intriguing,0.658892545,0.56575592,0.290066989,0.511444097,0.632973303
footage,0.681284876,0.574864014,0.321595683,0.540559943,0.613816996
clean,0.629775361,0.507564944,0.213049449,0.475910064,0.543730887
forgotten,0.616182573,0.493724639,0.187426865,0.45943098,0.533550887
laughing,0.680927171,0.584729981,0.328971586,0.537027535,0.641733088
wow,0.619044212,0.499671145,0.195321149,0.462354373,0.543540474
originally,0.626341394,0.509715573,0.21112211,0.471108798,0.555214724
element,0.642008871,0.520964963,0.237080204,0.489388489,0.556897257
ray,0.637287166,0.513061852,0.225831862,0.483176556,0.546887797
acts,0.613964802,0.516314091,0.203383181,0.458964143,0.590043024
loving,0.623050508,0.535811823,0.228854044,0.469942822,0.623155738
continues,0.62176277,0.515265426,0.210762557,0.46615793,0.575937692
killing,0.707254257,0.626096491,0.390167719,0.564880462,0.702193072
pre,0.629417656,0.50694841,0.212503633,0.473253954,0.545808567
violent,0.670482186,0.579744526,0.314112738,0.522189349,0.651558655
utterly,0.617971097,0.514015289,0.205833598,0.461966301,0.579282051
impression,0.626913722,0.514296358,0.215616705,0.470758738,0.566707718
failed,0.625268279,0.50789177,0.208820376,0.4682141,0.554916855
listen,0.635927887,0.515564017,0.226613823,0.479292035,0.557775489
mistake,0.627128345,0.509042954,0.211980106,0.469015796,0.55653965
fell,0.624266705,0.517368131,0.215643978,0.466755099,0.580292723
edition,0.645371298,0.530186712,0.248375522,0.490443626,0.576938944
cheesy,0.698526256,0.590316936,0.35308947,0.558088235,0.626496079
suppose,0.620904278,0.499101995,0.197623765,0.460331299,0.545004129
thriller,0.782157676,0.693198992,0.524493245,0.675967774,0.711331679
photography,0.640077264,0.551484354,0.260452789,0.484340745,0.640240116
grade,0.632923165,0.5195243,0.226873914,0.474350205,0.574208238
rock,0.629560738,0.505632996,0.212293055,0.469170801,0.548240166
anymore,0.623050508,0.499952548,0.200830914,0.461457603,0.545454545
understanding,0.645729003,0.563238666,0.276373998,0.489723926,0.662723122
falling,0.622692803,0.521936186,0.218511647,0.463159588,0.597799003
learned,0.623336672,0.514254082,0.212907235,0.462495851,0.579056721
asks,0.614394048,0.529257642,0.216531868,0.45646279,0.62967581
mans,0.615467163,0.510429001,0.201687894,0.454353819,0.582294264
genius,0.651023036,0.542744657,0.265010874,0.493943013,0.602246724
todays,0.622406639,0.493959732,0.195837787,0.457548845,0.536666667
disappointment,0.630061525,0.508506796,0.215609966,0.467248908,0.557756464
memory,0.629632279,0.50728086,0.214191816,0.466561625,0.555787278
twists,0.677135499,0.561887195,0.308188561,0.525608427,0.60354536
allowed,0.628845328,0.513229499,0.218165673,0.466405184,0.570504798
robert,0.632136214,0.500970497,0.211905773,0.468336055,0.538493637
married,0.643868937,0.55537692,0.268639586,0.485023401,0.649603009
concerned,0.621476606,0.509320226,0.207537803,0.457742957,0.573996656
remarkable,0.644369724,0.549932096,0.2645939,0.484988821,0.63495714
joy,0.627414509,0.544037822,0.242890333,0.467921687,0.649728147
overly,0.620832737,0.518531977,0.214733751,0.457958922,0.597571189
wasted,0.626198312,0.518211157,0.21988038,0.463008733,0.588358459
unusual,0.622764344,0.511442602,0.210857694,0.458395615,0.578373847
chemistry,0.666332809,0.570454964,0.304185246,0.50870565,0.649266247
news,0.629417656,0.503641242,0.211472424,0.46365561,0.551174497
girlfriend,0.594648734,0.517951336,0.189186866,0.4357286,0.638422819
moved,0.625769066,0.533487916,0.232663452,0.463792836,0.627833753
filming,0.605666047,0.493661584,0.178904657,0.438908853,0.56402183
reminded,0.61596795,0.505617978,0.199521312,0.449705111,0.577408498
york,0.595435685,0.519418713,0.191833668,0.435637919,0.643097643
innocent,0.618614966,0.510063413,0.205979587,0.45269168,0.584087561
dialog,0.604879096,0.499229305,0.18317473,0.438445612,0.579578947
study,0.640077264,0.560879811,0.270846386,0.478766205,0.67699115
hey,0.639218772,0.529877878,0.243498039,0.474853801,0.599325179
crime,0.7362999,0.608205782,0.409497703,0.613159023,0.603331927
wise,0.621619688,0.497959184,0.199216457,0.452631579,0.553375527
creating,0.632780083,0.512489315,0.222697226,0.465654125,0.569799366
names,0.624195164,0.492806797,0.197802197,0.453850258,0.539079003
battle,0.688653599,0.550320314,0.312397878,0.538414881,0.562764159
superior,0.642438117,0.520345489,0.239217034,0.476198841,0.573513857
perspective,0.638574903,0.541560799,0.25317502,0.473876449,0.631801821
mine,0.629346115,0.500530223,0.209626683,0.45930644,0.549883499
fighting,0.690084418,0.546007126,0.310790568,0.540344327,0.551789875
direct,0.625554443,0.503603945,0.20828171,0.455793991,0.562619199
adventure,0.727285735,0.598652348,0.392150525,0.593776107,0.603609342
moral,0.624195164,0.533439915,0.232874088,0.457983834,0.638664398
driven,0.618042638,0.520951099,0.216044236,0.450566506,0.617396852
thin,0.630848476,0.512102874,0.221090289,0.460779309,0.576292828
flicks,0.682787237,0.572007722,0.323510286,0.523036187,0.631096912
center,0.611389326,0.508505248,0.199032296,0.441962881,0.598636557
cross,0.622335098,0.490591528,0.194831254,0.447929515,0.542235495
trust,0.631420804,0.502126015,0.21365957,0.458767438,0.554535752
member,0.615538704,0.495966986,0.192578267,0.442214417,0.564595345
climax,0.648161396,0.536037736,0.258911351,0.479736575,0.607310817
emotion,0.646659036,0.556124742,0.27481712,0.479689922,0.661535172
lies,0.62677064,0.525166105,0.228807838,0.457065906,0.617112299
unexpected,0.617255688,0.532179084,0.226186396,0.450014789,0.651048353
loose,0.62970382,0.5003861,0.210680337,0.455776332,0.554675797
lovers,0.63113464,0.51605031,0.225416141,0.459008182,0.589281886
numerous,0.631635427,0.49731524,0.210268985,0.456533429,0.54609777
joke,0.660180283,0.557233408,0.289058842,0.492908971,0.640866209
managed,0.634997854,0.503116478,0.218703237,0.459772161,0.555483871
murder,0.724137931,0.61700437,0.403425321,0.572957019,0.668388207
shouldnt,0.630133066,0.505547054,0.215963935,0.454748796,0.569121447
bonus,0.628916869,0.498016065,0.208449822,0.452196837,0.554167564
viewed,0.625697525,0.500381971,0.207288675,0.449245542,0.564655172
law,0.644298183,0.51053357,0.234455452,0.469831491,0.558956672
surely,0.624195164,0.486560454,0.194251684,0.445020561,0.53665373
met,0.618543425,0.503075489,0.202688032,0.44296734,0.582057365
area,0.612104736,0.494405073,0.189162144,0.435018051,0.572570194
lacking,0.629346115,0.502544407,0.2130258,0.451986183,0.565837838
essentially,0.618257261,0.487415946,0.189335108,0.438320663,0.548896582
twenty,0.619044212,0.48165093,0.185281536,0.437721161,0.535381952
began,0.639433395,0.50148368,0.222329887,0.461748634,0.548701299
dumb,0.670839891,0.563431066,0.305666379,0.50152027,0.642779822
baby,0.598941193,0.484268629,0.168151586,0.420917959,0.570067143
land,0.654385463,0.515883355,0.249523132,0.479686918,0.557988294
fantasy,0.666905137,0.54370835,0.285233174,0.495977114,0.601604858
magic,0.660752611,0.534733124,0.271605411,0.488088841,0.591234541
appeared,0.616754901,0.483264204,0.184725474,0.434594032,0.544210298
lame,0.675704679,0.569556547,0.316055717,0.505477836,0.652240104
quiet,0.622907426,0.532671336,0.234369929,0.449431478,0.653754081
favorites,0.635641723,0.517845309,0.232965647,0.458047228,0.595601045
hurt,0.607025326,0.496563101,0.187390759,0.428571429,0.590196078
happening,0.635713264,0.511324376,0.227471964,0.456868462,0.580518632
brothers,0.61382172,0.492573792,0.190294989,0.432986283,0.57117942
scary,0.73415367,0.614122534,0.412055465,0.586124876,0.644929117
bright,0.621333524,0.505465757,0.208748514,0.442137954,0.589967285
absolute,0.621905852,0.485744867,0.192270324,0.438433164,0.544502618
frame,0.627986836,0.498069498,0.208777082,0.446444021,0.563195809
service,0.633066247,0.49809179,0.213823408,0.451161142,0.555919616
bringing,0.628630705,0.494399532,0.206431289,0.44573235,0.55499672
justice,0.647517528,0.527023135,0.253026421,0.468509985,0.602237824
actions,0.637001002,0.530880178,0.246728863,0.458406514,0.630573248
sick,0.612891687,0.494724064,0.192226475,0.430311891,0.581814188
delivered,0.625196738,0.493571774,0.202912463,0.440400207,0.561345646
watchable,0.61453713,0.491698113,0.191228496,0.430530316,0.573125137
building,0.642366576,0.504902446,0.229304393,0.459196541,0.560712714
professional,0.614823294,0.492840995,0.192612302,0.430759098,0.575830949
police,0.714622979,0.585127405,0.368715478,0.553522235,0.620560335
widescreen,0.63471169,0.513436249,0.229650507,0.451786014,0.594570735
starting,0.626627558,0.494429914,0.205435967,0.440455644,0.563479797
range,0.615037917,0.491735147,0.192200333,0.429679762,0.574740561
walking,0.618829589,0.49131182,0.195376905,0.432727884,0.568242049
anti,0.659464873,0.522280209,0.261116269,0.47866078,0.574646643
books,0.659393332,0.525371349,0.263753563,0.478308223,0.582706767
dealing,0.609171555,0.514011209,0.207681468,0.429718876,0.639442231
sight,0.639648018,0.511776679,0.233152684,0.455172414,0.584458712
match,0.627271427,0.506908953,0.217309126,0.442717805,0.592871375
mid,0.618686507,0.475703325,0.181934196,0.427888869,0.535548173
presents,0.623622836,0.508730974,0.215748129,0.439567533,0.603723404
confused,0.63256546,0.5160196,0.230543011,0.448558322,0.607364685
rented,0.615824868,0.505433782,0.205968473,0.431921927,0.609100999
bizarre,0.646015167,0.52523508,0.25123293,0.462487327,0.60768206
levels,0.625053656,0.497844208,0.207582709,0.437742207,0.577076855
format,0.634353985,0.498872438,0.217214648,0.446550816,0.565082186
picked,0.630347689,0.492984005,0.208354631,0.441321152,0.558346299
ordered,0.644584347,0.502702703,0.230433895,0.457127253,0.558372248
grand,0.645585921,0.502510544,0.231293335,0.457906296,0.556742323
ultimate,0.635212477,0.494898465,0.214772204,0.445912174,0.555975963
pain,0.613464015,0.504720873,0.203642144,0.429016674,0.61286732
space,0.665259694,0.515581323,0.26175958,0.481904393,0.554318789
system,0.645228216,0.515391381,0.242334309,0.458449235,0.588484713
captures,0.626341394,0.525656162,0.234645434,0.443185299,0.645837983
notch,0.635355559,0.506248184,0.225165707,0.446972289,0.583649765
disturbing,0.640864215,0.533457249,0.254782015,0.456497535,0.641627543
killer,0.713192159,0.59889945,0.379554972,0.541621426,0.669724771
players,0.628273,0.502489468,0.215532468,0.439089692,0.587287377
struggle,0.629059951,0.521899493,0.233953538,0.443712763,0.633534811
million,0.647302905,0.498371998,0.229949178,0.456392098,0.548857015
loses,0.620117327,0.510869565,0.216169103,0.43355222,0.621748879
emotionally,0.658463299,0.560243183,0.295319092,0.475379084,0.681991478
treatment,0.6354271,0.506488476,0.225889617,0.445637355,0.586585913
fiction,0.691229074,0.556149733,0.321969636,0.513092979,0.607094746
relationships,0.674202318,0.569809182,0.318198063,0.491445332,0.677905147
ups,0.621548147,0.489874638,0.198691658,0.428691983,0.571428571
