unsupervised,ndcg,vector space input nnet,ndcg,bow input nnet,0,unsupervised vector diff,,unsupervised bow diff,,,
"opinions (mine, opinion)",0.346301164,"opinions (closer, seeing)",0.517993947,"opinions (kinda, murder)",0.301017355,"opinions (kinda, murder)",,"opinions (kinda, murder)",0.045283809,,-0.171692783
"opponent (traded, discrimination)",0.352754509,"opponent (mailer, necessarily)",0.670147139,"opponent (arguably, angry)",0.285927434,"opponent (arguably, angry)",,"opponent (arguably, angry)",0.066827075,,-0.31739263
"opponents (eligible, eve)",0.481115261,"opponents (attempted, humanity)",0.669020265,"opponents (allowing, presence)",0.290562989,"opponents (allowing, presence)",,"opponents (allowing, presence)",0.190552272,,-0.187905004
"opportunities (defenseman, invoked)",0.265482327,"opportunities (resolve, miss)",0.385617113,"opportunities (intact, hurting)",0.268102623,"opportunities (intact, hurting)",,"opportunities (intact, hurting)",-0.002620296,,-0.120134786
"opportunity (attention, outcome)",0.550323218,"opportunity (news, dog)",0.664946838,"opportunity (rationale, differently)",0.247013912,"opportunity (rationale, differently)",,"opportunity (rationale, differently)",0.303309306,,-0.11462362
"oppose (metzger, edmonton)",0.384104524,"oppose (calculations, shortly)",0.579352459,"oppose (conservative, advised)",0.218936312,"oppose (conservative, advised)",,"oppose (conservative, advised)",0.165168212,,-0.195247935
"opposed (concluded, measures)",0.299102208,"opposed (matters, nothing)",0.417269714,"opposed (quoted, variety)",0.239939551,"opposed (quoted, variety)",,"opposed (quoted, variety)",0.059162657,,-0.118167506
"opposing (vesselin, blaming)",0.719580623,"opposing (worlds, touched)",0.772236523,"opposing (cover, probability)",0.494765763,"opposing (cover, probability)",,"opposing (cover, probability)",0.22481486,,-0.0526559
"opposite (direction, sense)",0.732993985,"opposite (judges, theyve)",0.689788183,"opposite (till, conflict)",0.503438331,"opposite (till, conflict)",,"opposite (till, conflict)",0.229555654,,0.043205802
"opposition (agree, officials)",0.288446172,"opposition (aspect, art)",0.518776611,"opposition (indiana, equally)",0.278875934,"opposition (indiana, equally)",,"opposition (indiana, equally)",0.009570238,,-0.230330439
"oppressed (fundamentalists, imprisoned)",0.648323419,"oppressed (deer, harmless)",0.841229579,"oppressed (eyewitness, convictions)",0.347099132,"oppressed (eyewitness, convictions)",,"oppressed (eyewitness, convictions)",0.301224287,,-0.19290616
"oppression (antisemitic, ethnic)",0.465174801,"oppression (lean, inflicted)",0.637589192,"oppression (murders, prison)",0.276360692,"oppression (murders, prison)",,"oppression (murders, prison)",0.188814109,,-0.172414391
"ops (mel, voyager)",0.31995484,"ops (stephenson, ken)",0.514056814,"ops (doubles, obp)",0.228892359,"ops (doubles, obp)",,"ops (doubles, obp)",0.091062481,,-0.194101974
"opt (ids, straightforward)",0.410200916,"opt (whereby, exclusive)",0.661203255,"opt (cos, everyones)",0.294087525,"opt (cos, everyones)",,"opt (cos, everyones)",0.116113391,,-0.251002339
"optical (sumexaimstanfordedu, measurements)",0.386571309,"optical (updated, collection)",0.557566536,"optical (parity, conventional)",0.292768766,"optical (parity, conventional)",,"optical (parity, conventional)",0.093802543,,-0.170995227
"optimal (chooses, proportional)",0.418713947,"optimal (inspection, adjusting)",0.466023108,"optimal (geared, childs)",0.309701379,"optimal (geared, childs)",,"optimal (geared, childs)",0.109012568,,-0.047309161
"optimized (modular, 25mhz)",0.346773846,"optimized (paul, modelling)",0.478711859,"optimized (initialization, solaris)",0.229983476,"optimized (initialization, solaris)",,"optimized (initialization, solaris)",0.11679037,,-0.131938013
"option (options, upgrade)",0.3845552,"option (environment, use)",0.605694648,"option (backup, machines)",0.250866284,"option (backup, machines)",,"option (backup, machines)",0.133688916,,-0.221139448
"optional (verification, stock)",0.491857472,"optional (remove, carries)",0.641751626,"optional (awarded, locations)",0.310121975,"optional (awarded, locations)",,"optional (awarded, locations)",0.181735497,,-0.149894154
"options (option, changes)",0.429420026,"options (yes, users)",0.641463248,"options (reduce, walk)",0.3805633,"options (reduce, walk)",,"options (reduce, walk)",0.048856726,,-0.212043222
"oral (hiv, injected)",0.419822011,"oral (constructing, systemic)",0.562751385,"oral (cellular, confronted)",0.256526065,"oral (cellular, confronted)",,"oral (cellular, confronted)",0.163295946,,-0.142929374
"orange (apartment, blue)",0.351594062,"orange (fund, rape)",0.558982817,"orange (loud, corporation)",0.27342134,"orange (loud, corporation)",,"orange (loud, corporation)",0.078172722,,-0.207388755
"orbit (spacecraft, navigation)",0.435069408,"orbit (detailed, duties)",0.685784878,"orbit (diamond, mechanical)",0.258720445,"orbit (diamond, mechanical)",,"orbit (diamond, mechanical)",0.176348963,,-0.25071547
"orbital (orbit, planetary)",0.399684333,"orbital (coffee, inclination)",0.520259616,"orbital (democratic, ocean)",0.233091748,"orbital (democratic, ocean)",,"orbital (democratic, ocean)",0.166592585,,-0.120575283
"orbiter (payload, proposing)",0.636988425,"orbiter (booster, trajectory)",0.679502755,"orbiter (dcx, ssto)",0.371283396,"orbiter (dcx, ssto)",,"orbiter (dcx, ssto)",0.265705029,,-0.04251433
"orbiting (satellites, asteroids)",0.307362394,"orbiting (asteroids, telescope)",0.447870743,"orbiting (magellan, 930401)",0.247382267,"orbiting (magellan, 930401)",,"orbiting (magellan, 930401)",0.059980127,,-0.140508349
"orbits (lunar, navigation)",0.459586971,"orbits (craft, photoshop)",0.611940029,"orbits (interplanetary, magellan)",0.256979861,"orbits (interplanetary, magellan)",,"orbits (interplanetary, magellan)",0.20260711,,-0.152353058
"orchid (fahrenheit, xfree86)",0.37853217,"orchid (fahrenheit, hawk)",0.519049102,"orchid (hercules, peripherals)",0.256164522,"orchid (hercules, peripherals)",,"orchid (hercules, peripherals)",0.122367648,,-0.140516932
"order (make, must)",0.430598737,"order (let, way)",0.56023345,"order (night, advance)",0.268646141,"order (night, advance)",,"order (night, advance)",0.161952596,,-0.129634713
"ordered (effectively, service)",0.305010132,"ordered (series, called)",0.431879679,"ordered (picked, contained)",0.237459663,"ordered (picked, contained)",,"ordered (picked, contained)",0.067550469,,-0.126869547
"ordering (remarkable, covering)",0.369106338,"ordering (enhance, preached)",0.603262488,"ordering (choosing, screwed)",0.248068943,"ordering (choosing, screwed)",,"ordering (choosing, screwed)",0.121037395,,-0.23415615
"orders (exact, ready)",0.367437046,"orders (examine, every)",0.562840235,"orders (obtain, mechanism)",0.266595848,"orders (obtain, mechanism)",,"orders (obtain, mechanism)",0.100841198,,-0.195403189
"ordinary (examining, terminology)",0.417930055,"ordinary (michael, view)",0.56035453,"ordinary (2x, fishing)",0.286605162,"ordinary (2x, fishing)",,"ordinary (2x, fishing)",0.131324893,,-0.142424475
"oregon (portland, lighting)",0.305048396,"oregon (olson, portland)",0.515324669,"oregon (observer, feds)",0.252857282,"oregon (observer, feds)",,"oregon (observer, feds)",0.052191114,,-0.210276273
"oreilly (isbn, xt)",0.374013968,"oreilly (rtfmmitedu, lookup)",0.636090482,"oreilly (127, infinitely)",0.265043587,"oreilly (127, infinitely)",,"oreilly (127, infinitely)",0.108970381,,-0.262076514
"organic (earths, cultures)",0.327403743,"organic (inconvenient, 162)",0.600517255,"organic (cautious, fluid)",0.262214371,"organic (cautious, fluid)",,"organic (cautious, fluid)",0.065189372,,-0.273113512
"organisation (operated, bibles)",0.263512968,"organisation (german, 61)",0.40582135,"organisation (submission, social)",0.221271352,"organisation (submission, social)",,"organisation (submission, social)",0.042241616,,-0.142308382
"organism (organisms, bacterial)",0.558018395,"organism (murderers, intellectually)",0.64177777,"organism (infection, phenomena)",0.34512421,"organism (infection, phenomena)",,"organism (infection, phenomena)",0.212894185,,-0.083759375
"organisms (inflammation, organism)",0.359503953,"organisms (duke, fossil)",0.62373304,"organisms (ozone, grief)",0.218248926,"organisms (ozone, grief)",,"organisms (ozone, grief)",0.141255027,,-0.264229087
"organization (international, free)",0.436473587,"organization (smith, eventually)",0.592728195,"organization (controls, draw)",0.313883416,"organization (controls, draw)",,"organization (controls, draw)",0.122590171,,-0.156254608
"organizations (political, members)",0.337098093,"organizations (money, vancouver)",0.561652087,"organizations (po, dates)",0.248945827,"organizations (po, dates)",,"organizations (po, dates)",0.088152266,,-0.224553994
"organize (founding, gangs)",0.29152519,"organize (dx2, conscious)",0.487084216,"organize (reflection, bond)",0.245014642,"organize (reflection, bond)",,"organize (reflection, bond)",0.046510548,,-0.195559026
"organized (represent, officers)",0.36171919,"organized (closest, percent)",0.515267633,"organized (locations, solid)",0.301692216,"organized (locations, solid)",,"organized (locations, solid)",0.060026974,,-0.153548443
"organs (attributes, bacterial)",0.763408064,"organs (murderers, bars)",0.887746865,"organs (stones, von)",0.254344841,"organs (stones, von)",,"organs (stones, von)",0.509063223,,-0.124338801
"oriental (christianity, kirlian)",0.595447826,"oriental (refuted, 107)",0.663661503,"oriental (refusing, interpreter)",0.289099951,"oriental (refusing, interpreter)",,"oriental (refusing, interpreter)",0.306347875,,-0.068213677
"orientation (incredibly, extended)",0.321179568,"orientation (steady, armed)",0.609939185,"orientation (conventional, panel)",0.213396191,"orientation (conventional, panel)",,"orientation (conventional, panel)",0.107783377,,-0.288759617
"oriented (shame, proton)",0.250502866,"oriented (trace, wanting)",0.377962714,"oriented (mechanisms, cuts)",0.185046966,"oriented (mechanisms, cuts)",,"oriented (mechanisms, cuts)",0.0654559,,-0.127459848
"origin (indicates, description)",0.407685426,"origin (teaches, agreement)",0.498371233,"origin (1500, backed)",0.277730462,"origin (1500, backed)",,"origin (1500, backed)",0.129954964,,-0.090685807
"original (originally, complete)",0.446740974,"original (posting, might)",0.638209985,"original (somewhere, form)",0.32591434,"original (somewhere, form)",,"original (somewhere, form)",0.120826634,,-0.191469011
"originally (original, comes)",0.311134339,"originally (described, normally)",0.585769125,"originally (trap, returned)",0.246691365,"originally (trap, returned)",,"originally (trap, returned)",0.064442974,,-0.274634786
"originals (tuned, lend)",0.414671629,"originals (contrib, oath)",0.556204833,"originals (historically, maker)",0.263056341,"originals (historically, maker)",,"originals (historically, maker)",0.151615288,,-0.141533204
"originate (quantum, baptist)",0.516297865,"originate (elderly, universities)",0.629495523,"originate (profound, ideals)",0.312504643,"originate (profound, ideals)",,"originate (profound, ideals)",0.203793222,,-0.113197658
"originated (symbolic, responsibilities)",0.335042281,"originated (hisher, fortunately)",0.639937701,"originated (stole, salary)",0.242953856,"originated (stole, salary)",,"originated (stole, salary)",0.092088425,,-0.30489542
"origins (morality, nicholas)",0.643476066,"origins (gathering, microsystems)",0.765308059,"origins (prime, toll)",0.271124413,"origins (prime, toll)",,"origins (prime, toll)",0.372351653,,-0.121831993
"orioles (marlins, yankees)",0.329653204,"orioles (advertising, brady)",0.562840412,"orioles (homers, 272)",0.235950898,"orioles (homers, 272)",,"orioles (homers, 272)",0.093702306,,-0.233187208
"orlando (vegas, idaho)",0.311798965,"orlando (excerpts, ph)",0.421934434,"orlando (react, nearby)",0.258498253,"orlando (react, nearby)",,"orlando (react, nearby)",0.053300712,,-0.110135469
"orthodox (church, gaining)",0.343545778,"orthodox (inexpensive, rain)",0.597164522,"orthodox (virgin, subsystem)",0.254113649,"orthodox (virgin, subsystem)",,"orthodox (virgin, subsystem)",0.089432129,,-0.253618744
"os (gui, unix)",0.494091767,"os (premise, directories)",0.692390863,"os (background, rise)",0.291092058,"os (background, rise)",,"os (background, rise)",0.202999709,,-0.198299096
"os2 (dos, novell)",0.376052987,"os2 (smaller, os)",0.7575054,"os2 (323, 96)",0.255572707,"os2 (323, 96)",,"os2 (323, 96)",0.12048028,,-0.381452413
"oscillator (ir, shack)",0.425560176,"oscillator (rust, nets)",0.568926077,"oscillator (modulation, cautious)",0.278447396,"oscillator (modulation, cautious)",,"oscillator (modulation, cautious)",0.14711278,,-0.143365901
"oss (debug, multitasking)",0.344106675,"oss (compilers, filename)",0.515340377,"oss (ranging, asian)",0.271745303,"oss (ranging, asian)",,"oss (ranging, asian)",0.072361372,,-0.171233702
"ot (testament, pauls)",0.416335729,"ot (murderers, dictionary)",0.677935385,"ot (feelings, pushing)",0.245797719,"ot (feelings, pushing)",,"ot (feelings, pushing)",0.17053801,,-0.261599656
"others (many, also)",0.633859581,"others (good, easily)",0.622288411,"others (logic, author)",0.487146247,"others (logic, author)",,"others (logic, author)",0.146713334,,0.01157117
"otherwise (unless, make)",0.374049477,"otherwise (cost, require)",0.554394667,"otherwise (three, equipment)",0.259903366,"otherwise (three, equipment)",,"otherwise (three, equipment)",0.114146111,,-0.18034519
"ott (nyr, phi)",0.556883264,"ott (nyr, chi)",0.668997705,"ott (consecutive, 348)",0.471196552,"ott (consecutive, 348)",,"ott (consecutive, 348)",0.085686712,,-0.112114441
"ottawa (province, poulin)",0.326767274,"ottawa (corporate, contrary)",0.445461531,"ottawa (dennis, neighborhood)",0.268291565,"ottawa (dennis, neighborhood)",,"ottawa (dennis, neighborhood)",0.058475709,,-0.118694257
"otto (486dx33, cam)",0.292078775,"otto (scorer, pim)",0.543179599,"otto (defensively, scorer)",0.250771643,"otto (defensively, scorer)",,"otto (defensively, scorer)",0.041307132,,-0.251100824
"ottoman (bayonets, territories)",0.586793635,"ottoman (rawlinson, erzurum)",0.677133621,"ottoman (kurdish, istanbul)",0.338781877,"ottoman (kurdish, istanbul)",,"ottoman (kurdish, istanbul)",0.248011758,,-0.090339986
"ouch (dancing, firearm)",0.530421681,"ouch (dsp, concentrate)",0.728722722,"ouch (affects, entertaining)",0.244139823,"ouch (affects, entertaining)",,"ouch (affects, entertaining)",0.286281858,,-0.198301041
"ought (dramatic, succeed)",0.397576569,"ought (traveling, scores)",0.528493656,"ought (wish, 200)",0.304080311,"ought (wish, 200)",,"ought (wish, 200)",0.093496258,,-0.130917087
"outcome (emphasized, suicide)",0.408458866,"outcome (demonstrating, forces)",0.639203804,"outcome (deserve, solely)",0.277175204,"outcome (deserve, solely)",,"outcome (deserve, solely)",0.131283662,,-0.230744938
"outer (trip, inner)",0.361768062,"outer (objects, exit)",0.639381671,"outer (sales, twenty)",0.284198781,"outer (sales, twenty)",,"outer (sales, twenty)",0.077569281,,-0.277613609
"outlaw (unsafe, mandate)",0.292844424,"outlaw (ludicrous, generals)",0.40948782,"outlaw (prey, searched)",0.218165443,"outlaw (prey, searched)",,"outlaw (prey, searched)",0.074678981,,-0.116643396
"outlet (outlets, resistors)",0.352919668,"outlet (volvo, transformer)",0.505473757,"outlet (cautious, moisture)",0.251317185,"outlet (cautious, moisture)",,"outlet (cautious, moisture)",0.101602483,,-0.152554089
"outlets (outlet, retail)",0.621356741,"outlets (retail, dispute)",0.577440785,"outlets (interference, appearing)",0.260894529,"outlets (interference, appearing)",,"outlets (interference, appearing)",0.360462212,,0.043915956
"outline (presentation, eighth)",0.299896846,"outline (truck, therapy)",0.444489213,"outline (oliver, henry)",0.519347122,"outline (oliver, henry)",,"outline (oliver, henry)",-0.219450276,,-0.144592367
"outlined (bias, supported)",0.274078682,"outlined (buildings, locations)",0.439389497,"outlined (prediction, accompanied)",0.22928737,"outlined (prediction, accompanied)",,"outlined (prediction, accompanied)",0.044791312,,-0.165310815
"output (input, generate)",0.277673408,"output (user, major)",0.407150915,"output (provide, allowed)",0.218617883,"output (provide, allowed)",,"output (provide, allowed)",0.059055525,,-0.129477507
"outputs (nonlinear, laserjet)",0.59576688,"outputs (bodies, skip)",0.823859045,"outputs (ontario, bench)",0.383113836,"outputs (ontario, bench)",,"outputs (ontario, bench)",0.212653044,,-0.228092165
"outrage (justified, verses)",0.636583641,"outrage (qualify, sugar)",0.727132633,"outrage (asian, asserts)",0.260668419,"outrage (asian, asserts)",,"outrage (asian, asserts)",0.375915222,,-0.090548992
"outrageous (massacred, balanced)",0.424581223,"outrageous (reliably, caused)",0.656977984,"outrageous (touched, wave)",0.299722579,"outrageous (touched, wave)",,"outrageous (touched, wave)",0.124858644,,-0.232396761
"outright (denial, jail)",0.490668245,"outright (answering, identity)",0.694494887,"outright (parent, pet)",0.281279213,"outright (parent, pet)",,"outright (parent, pet)",0.209389032,,-0.203826642
"outs (sb, slg)",0.486869477,"outs (bibliography, heated)",0.525905012,"outs (trivial, furthermore)",0.305274287,"outs (trivial, furthermore)",,"outs (trivial, furthermore)",0.18159519,,-0.039035535
"outside (another, either)",0.472527014,"outside (days, everything)",0.522384909,"outside (hasnt, taking)",0.245121844,"outside (hasnt, taking)",,"outside (hasnt, taking)",0.22740517,,-0.049857895
"outstanding (bullet, repairs)",0.803168528,"outstanding (officially, told)",0.82857937,"outstanding (habit, coin)",0.514715566,"outstanding (habit, coin)",,"outstanding (habit, coin)",0.288452962,,-0.025410842
"overall (increase, increased)",0.803168528,"overall (driven, 51)",0.82857937,"overall (costs, operate)",0.514715566,"overall (costs, operate)",,"overall (costs, operate)",0.288452962,,-0.025410842
"overcome (amazingly, cosmic)",0.359154166,"overcome (boring, sensitive)",0.511537301,"overcome (native, suspicion)",0.255626264,"overcome (native, suspicion)",,"overcome (native, suspicion)",0.103527902,,-0.152383135
"overdrive (486dx33, allstar)",0.326911726,"overdrive (486dx266, murderer)",0.482352961,"overdrive (wound, 612)",0.203047777,"overdrive (wound, 612)",,"overdrive (wound, 612)",0.123863949,,-0.155441235
"overhead (diff, sentences)",0.406103573,"overhead (somethings, startup)",0.500860304,"overhead (rely, dangerous)",0.214926039,"overhead (rely, dangerous)",,"overhead (rely, dangerous)",0.191177534,,-0.094756731
"overlap (suppress, symmetric)",0.51517462,"overlap (selecting, relation)",0.613105318,"overlap (mit, designing)",0.30179913,"overlap (mit, designing)",,"overlap (mit, designing)",0.21337549,,-0.097930698
"overlooked (unauthorized, confronted)",0.437145361,"overlooked (fathers, journey)",0.671614306,"overlooked (revised, clips)",0.26887891,"overlooked (revised, clips)",,"overlooked (revised, clips)",0.168266451,,-0.234468945
"overly (shouting, forming)",0.330404975,"overly (network, duty)",0.527822079,"overly (easiest, replying)",0.231346944,"overly (easiest, replying)",,"overly (easiest, replying)",0.099058031,,-0.197417104
"overnight (remarkable, pains)",0.310072523,"overnight (seeing, prepared)",0.447453289,"overnight (raising, tendency)",0.215848737,"overnight (raising, tendency)",,"overnight (raising, tendency)",0.094223786,,-0.137380766
"override (tvtwm, twm)",0.50969118,"override (tvtwm, ruins)",0.66693762,"override (emacs, heresy)",0.302197171,"override (emacs, heresy)",,"override (emacs, heresy)",0.207494009,,-0.15724644
"overseas (inexpensive, keywords)",0.530645887,"overseas (jimmy, harddisk)",0.646346664,"overseas (artificial, 1985)",0.258852099,"overseas (artificial, 1985)",,"overseas (artificial, 1985)",0.271793788,,-0.115700777
"overtime (ferraro, barrasso)",0.395490148,"overtime (reversed, exits)",0.514605004,"overtime (tocchet, shanahan)",0.248137861,"overtime (tocchet, shanahan)",,"overtime (tocchet, shanahan)",0.147352287,,-0.119114856
"overview (varied, sciences)",0.439462531,"overview (rod, nhl)",0.591038835,"overview (patrick, obtaining)",0.241919652,"overview (patrick, obtaining)",,"overview (patrick, obtaining)",0.197542879,,-0.151576304
"overwhelming (caching, engaging)",0.401194826,"overwhelming (past, ya)",0.612685864,"overwhelming (conventional, orientation)",0.236605837,"overwhelming (conventional, orientation)",,"overwhelming (conventional, orientation)",0.164588989,,-0.211491038
"ow (rebound, andreychuk)",0.592760873,"ow (headache, wc)",0.629960892,"ow (voted, violations)",0.317247765,"ow (voted, violations)",,"ow (voted, violations)",0.275513108,,-0.037200019
"owned (owner, accident)",0.38421936,"owned (appointed, classes)",0.582135879,"owned (scheme, forward)",0.26324295,"owned (scheme, forward)",,"owned (scheme, forward)",0.12097641,,-0.197916519
"owner (owned, ownership)",0.428003404,"owner (brand, daniel)",0.622807457,"owner (counts, tv)",0.289020951,"owner (counts, tv)",,"owner (counts, tv)",0.138982453,,-0.194804053
"owners (purchase, dealer)",0.334986379,"owners (preferred, weight)",0.452802256,"owners (parties, served)",0.225591332,"owners (parties, served)",,"owners (parties, served)",0.109395047,,-0.117815877
"ownership (handgun, sacrifice)",0.319261611,"ownership (guidelines, shareware)",0.511948207,"ownership (belief, assuming)",0.263007275,"ownership (belief, assuming)",,"ownership (belief, assuming)",0.056254336,,-0.192686596
"owning (obligated, convicted)",0.589878574,"owning (everyday, skills)",0.656275398,"owning (rough, eight)",0.28496857,"owning (rough, eight)",,"owning (rough, eight)",0.304910004,,-0.066396824
"owns (grain, convertible)",0.329398416,"owns (welcome, columbus)",0.478006929,"owns (repair, occasionally)",0.242023157,"owns (repair, occasionally)",,"owns (repair, occasionally)",0.087375259,,-0.148608513
"oxford (mlud, 1069)",0.64486911,"oxford (mlud, wibbled)",0.677785247,"oxford (compliance, hopkins)",0.364557849,"oxford (compliance, hopkins)",,"oxford (compliance, hopkins)",0.280311261,,-0.032916137
"oxygen (inflatable, bacteria)",0.845991931,"oxygen (punishment, offered)",0.848008426,"oxygen (speeding, extraordinary)",0.842410792,"oxygen (speeding, extraordinary)",,"oxygen (speeding, extraordinary)",0.003581139,,-0.002016495
"oz (nec, detectors)",0.388448737,"oz (cannon, wholesale)",0.541290902,"oz (190, restriction)",0.241960302,"oz (190, restriction)",,"oz (190, restriction)",0.146488435,,-0.152842165
"ozone (carbon, connecticut)",0.31247337,"ozone (nowadays, gospels)",0.452322158,"ozone (probes, investigators)",0.247926422,"ozone (probes, investigators)",,"ozone (probes, investigators)",0.064546948,,-0.139848788
"pa (1980s, albert)",0.348663508,"pa (edit, sb)",0.481129033,"pa (danger, smaller)",0.235739633,"pa (danger, smaller)",,"pa (danger, smaller)",0.112923875,,-0.132465525
"pace (purchases, riot)",0.289863176,"pace (nearest, tx)",0.462207869,"pace (30s, substitute)",0.208364845,"pace (30s, substitute)",,"pace (30s, substitute)",0.081498331,,-0.172344693
"pacific (ocean, preceding)",0.334394882,"pacific (keywords, scriptures)",0.46448747,"pacific (tickets, preserve)",0.244929993,"pacific (tickets, preserve)",,"pacific (tickets, preserve)",0.089464889,,-0.130092588
"pack (unreasonable, backed)",0.432987379,"pack (precise, secret)",0.541180232,"pack (walked, existed)",0.314031641,"pack (walked, existed)",,"pack (walked, existed)",0.118955738,,-0.108192853
"package (looking, included)",0.363262208,"package (etc, certainly)",0.515362742,"package (analysis, leads)",0.290750078,"package (analysis, leads)",,"package (analysis, leads)",0.07251213,,-0.152100534
"packaged (starter, rats)",0.32957401,"packaged (performs, supporting)",0.510125779,"packaged (purchases, fluid)",0.290781872,"packaged (purchases, fluid)",,"packaged (purchases, fluid)",0.038792138,,-0.180551769
"packages (package, unix)",0.200780872,"packages (participating, directories)",0.314932263,"packages (window, switched)",0.167827459,"packages (window, switched)",,"packages (window, switched)",0.032953413,,-0.114151391
"packaging (discount, blaster)",0.42273898,"packaging (beating, charles)",0.826343407,"packaging (generator, insure)",0.259594541,"packaging (generator, insure)",,"packaging (generator, insure)",0.163144439,,-0.403604427
"packard (hewlett, corporation)",0.248906891,"packard (hewlett, pitched)",0.375008917,"packard (hewlett, matrix)",0.219195647,"packard (hewlett, matrix)",,"packard (hewlett, matrix)",0.029711244,,-0.126102026
"packed (transit, horror)",0.405234875,"packed (burst, criminals)",0.649490679,"packed (roman, bears)",0.314302253,"packed (roman, bears)",,"packed (roman, bears)",0.090932622,,-0.244255804
"packet (gov, roles)",0.322846233,"packet (district, custom)",0.680664513,"packet (increasing, saves)",0.267297271,"packet (increasing, saves)",,"packet (increasing, saves)",0.055548962,,-0.35781828
"packing (decryption, hassle)",0.402086867,"packing (ancestors, 1)",0.740408626,"packing (native, salt)",0.29362689,"packing (native, salt)",,"packing (native, salt)",0.108459977,,-0.338321759
"pad (randomly, horizon)",0.527569392,"pad (fresh, philadelphia)",0.829397664,"pad (pieces, foam)",0.269305781,"pad (pieces, foam)",,"pad (pieces, foam)",0.258263611,,-0.301828272
"padded (chamber, allocated)",0.428732944,"padded (pitched, investments)",0.568223555,"padded (328, briefing)",0.331952368,"padded (328, briefing)",,"padded (328, briefing)",0.096780576,,-0.139490611
"padres (yankees, batting)",0.379163114,"padres (champs, expos)",0.560173069,"padres (henderson, mjonesdonaldaixkingstonibmcom)",0.299031888,"padres (henderson, mjonesdonaldaixkingstonibmcom)",,"padres (henderson, mjonesdonaldaixkingstonibmcom)",0.080131226,,-0.181009955
"pads (adjust, registering)",0.42027228,"pads (ver, 535)",0.648181475,"pads (staff, prince)",0.253741738,"pads (staff, prince)",,"pads (staff, prince)",0.166530542,,-0.227909195
"pagan (christianity, christians)",0.274075704,"pagan (2400, goddess)",0.473710458,"pagan (covenant, cor)",0.262509531,"pagan (covenant, cor)",,"pagan (covenant, cor)",0.011566173,,-0.199634754
"page (pages, authors)",0.429944831,"page (bottom, 1991)",0.580814624,"page (supposedly, hit)",0.325315947,"page (supposedly, hit)",,"page (supposedly, hit)",0.104628884,,-0.150869793
"pages (page, library)",0.731769242,"pages (divide, association)",0.722048711,"pages (speculate, requirement)",0.25954259,"pages (speculate, requirement)",,"pages (speculate, requirement)",0.472226652,,0.009720531
"paid (money, pay)",0.36927026,"paid (home, going)",0.572910535,"paid (included, movement)",0.23150973,"paid (included, movement)",,"paid (included, movement)",0.13776053,,-0.203640275
"pain (desperate, broken)",0.528974668,"pain (sudden, modifications)",0.669796845,"pain (admit, comparison)",0.456394902,"pain (admit, comparison)",,"pain (admit, comparison)",0.072579766,,-0.140822177
"painful (terribly, grief)",0.409309415,"painful (interpreted, frames)",0.556405107,"painful (internally, straw)",0.279742713,"painful (internally, straw)",,"painful (internally, straw)",0.129566702,,-0.147095692
"painless (24x, hst)",0.412164051,"painless (excluding, tragic)",0.627827198,"painless (genes, citizenship)",0.248230086,"painless (genes, citizenship)",,"painless (genes, citizenship)",0.163933965,,-0.215663147
"pains (heshe, positively)",0.293938542,"pains (threaten, integer)",0.427206481,"pains (hypothetical, teeth)",0.200444015,"pains (hypothetical, teeth)",,"pains (hypothetical, teeth)",0.093494527,,-0.133267939
"paint (habit, weiss)",0.477508806,"paint (six, alliance)",0.688993165,"paint (67, user)",0.251035333,"paint (67, user)",,"paint (67, user)",0.226473473,,-0.211484359
"painted (trunk, automobiles)",0.41520381,"painted (istanbul, pavement)",0.692179277,"painted (rose, italian)",0.305241584,"painted (rose, italian)",,"painted (rose, italian)",0.109962226,,-0.276975467
"pair (bottom, blocks)",0.430428817,"pair (supporting, mechanics)",0.607680644,"pair (wed, crowd)",0.293725241,"pair (wed, crowd)",,"pair (wed, crowd)",0.136703576,,-0.177251827
"pairs (khz, eq)",0.417630189,"pairs (jumpers, certified)",0.674791595,"pairs (sentence, invent)",0.359904519,"pairs (sentence, invent)",,"pairs (sentence, invent)",0.05772567,,-0.257161406
"pal (gaza, pun)",0.356576019,"pal (punish, mars)",0.54229096,"pal (transition, progressive)",0.237726535,"pal (transition, progressive)",,"pal (transition, progressive)",0.118849484,,-0.185714941
"palestine (criticizing, palestinian)",0.518129209,"palestine (telephone, affected)",0.651390345,"palestine (historic, descendants)",0.432639828,"palestine (historic, descendants)",,"palestine (historic, descendants)",0.085489381,,-0.133261136
"palestinian (arab, arabs)",0.428867865,"palestinian (threatening, homosexuality)",0.533053084,"palestinian (quietly, gathered)",0.226851161,"palestinian (quietly, gathered)",,"palestinian (quietly, gathered)",0.202016704,,-0.104185219
"palestinians (arab, israelis)",0.498901299,"palestinians (macweek, 800x600)",0.853409628,"palestinians (israeli, upstairs)",0.293589596,"palestinians (israeli, upstairs)",,"palestinians (israeli, upstairs)",0.205311703,,-0.354508329
"palette (24bit, jpeg)",0.427415645,"palette (hicolor, 276)",0.714245525,"palette (filing, cautious)",0.261910211,"palette (filing, cautious)",,"palette (filing, cautious)",0.165505434,,-0.28682988
"palm (nicholas, warm)",0.495490329,"palm (clubs, generalization)",0.57952325,"palm (wash, affiliation)",0.371540146,"palm (wash, affiliation)",,"palm (wash, affiliation)",0.123950183,,-0.084032921
